account_id,account_age_days,customer_type,city,kyc_status,is_mule
ACC100579,1041,Individual,Kolkata,Verified,False
ACC100580,1155,Business,Ahmedabad,Verified,False
ACC100581,1381,Individual,Hyderabad,Verified,False
ACC100582,99,Business,Kolkata,Verified,False
ACC100583,549,Individual,Ahmedabad,Verified,False
ACC100584,878,Business,Chennai,Pending,False
ACC100585,50,Individual,Hyderabad,Verified,False
ACC100586,749,Business,Hyderabad,Verified,False
ACC100587,1956,Business,Hyderabad,Pending,False
ACC100588,1234,Business,Ahmedabad,Verified,False
ACC100589,938,Business,Chennai,Verified,False
ACC100590,2046,Business,Kolkata,Verified,False
ACC100591,934,Individual,Chennai,Verified,False
ACC100592,1591,Business,Mumbai,Verified,False
ACC100593,399,Business,Chennai,Pending,False
ACC100594,1627,Individual,Hyderabad,Verified,False
ACC100595,265,Business,Delhi,Verified,False
ACC100596,718,Individual,Hyderabad,Verified,False
ACC100597,1848,Individual,Hyderabad,Verified,False
ACC100598,1954,Individual,Kolkata,Verified,False
ACC100599,19,Business,Mumbai,Verified,False
ACC100600,807,Individual,Delhi,Pending,False
ACC100601,886,Business,Ahmedabad,Verified,False
ACC100602,1038,Business,Pune,Verified,False
ACC100603,1025,Individual,Mumbai,Verified,False
ACC100604,1834,Individual,Delhi,Pending,True
ACC100605,383,Individual,Bengaluru,Pending,False
ACC100606,2203,Business,Delhi,Verified,False
ACC100607,233,Individual,Bengaluru,Verified,False
ACC100608,1272,Individual,Pune,Verified,False
ACC100609,2234,Business,Ahmedabad,Verified,False
ACC100610,1812,Business,Chennai,Verified,False
ACC100611,862,Individual,Pune,Verified,False
ACC100612,72,Business,Chennai,Verified,False
ACC100613,1250,Individual,Pune,Verified,False
ACC100614,698,Individual,Delhi,Pending,False
ACC100615,1494,Business,Pune,Verified,False
ACC100616,1643,Business,Mumbai,Verified,True
ACC100617,2162,Individual,Ahmedabad,Verified,False
ACC100618,520,Individual,Bengaluru,Verified,False
ACC100619,394,Business,Hyderabad,Pending,False
ACC100620,414,Business,Pune,Verified,False
ACC100621,527,Individual,Chennai,Verified,False
ACC100622,485,Individual,Bengaluru,Verified,False
ACC100623,2010,Business,Chennai,Verified,False
ACC100624,1678,Business,Chennai,Verified,False
ACC100625,1903,Business,Pune,Verified,False
ACC100626,1470,Individual,Delhi,Pending,False
ACC100627,723,Individual,Ahmedabad,Verified,False
ACC100628,92,Business,Ahmedabad,Verified,False
ACC100629,1178,Individual,Mumbai,Pending,False
ACC100630,1911,Business,Mumbai,Verified,False
ACC100631,2058,Individual,Hyderabad,Verified,False
ACC100632,60,Individual,Pune,Pending,False
ACC100633,694,Individual,Hyderabad,Pending,False
ACC100634,726,Individual,Ahmedabad,Verified,False
ACC100635,1479,Business,Delhi,Pending,False
ACC100636,458,Business,Bengaluru,Pending,False
ACC100637,890,Business,Bengaluru,Pending,False
ACC100638,497,Business,Bengaluru,Verified,False
ACC100639,1833,Individual,Bengaluru,Pending,False
ACC100640,2091,Business,Mumbai,Verified,False
ACC100641,2152,Individual,Ahmedabad,Verified,False
ACC100642,1584,Business,Kolkata,Verified,False
ACC100643,2211,Individual,Kolkata,Verified,False
ACC100644,259,Business,Ahmedabad,Pending,False
ACC100645,683,Business,Mumbai,Verified,False
ACC100646,447,Business,Mumbai,Verified,False
ACC100647,2175,Business,Delhi,Verified,False
ACC100648,780,Individual,Bengaluru,Verified,False
ACC100649,277,Business,Kolkata,Pending,False
ACC100650,1994,Individual,Hyderabad,Pending,False
ACC100651,1087,Business,Delhi,Verified,False
ACC100652,245,Individual,Mumbai,Verified,False
ACC100653,398,Business,Bengaluru,Verified,False
ACC100654,772,Individual,Mumbai,Verified,True
ACC100655,1858,Individual,Ahmedabad,Verified,False
ACC100656,2458,Individual,Bengaluru,Pending,False
ACC100657,633,Business,Hyderabad,Verified,False
ACC100658,1262,Individual,Delhi,Verified,False
ACC100659,587,Individual,Pune,Verified,False
ACC100660,2132,Individual,Chennai,Verified,False
ACC100661,444,Individual,Kolkata,Verified,False
ACC100662,2160,Business,Bengaluru,Verified,False
ACC100663,773,Business,Ahmedabad,Verified,False
ACC100664,1339,Business,Kolkata,Verified,False
ACC100665,2155,Business,Kolkata,Verified,True
ACC100666,1368,Business,Kolkata,Verified,False
ACC100667,2492,Business,Hyderabad,Verified,False
ACC100668,456,Business,Delhi,Pending,False
ACC100669,2027,Individual,Kolkata,Pending,False
ACC100670,1341,Individual,Kolkata,Verified,False
ACC100671,258,Business,Hyderabad,Verified,False
ACC100672,175,Individual,Ahmedabad,Verified,False
ACC100673,1368,Individual,Hyderabad,Verified,False
ACC100674,1029,Business,Kolkata,Verified,False
ACC100675,551,Individual,Hyderabad,Verified,False
ACC100676,768,Business,Hyderabad,Verified,False
ACC100677,2138,Business,Bengaluru,Verified,False
ACC100678,2190,Individual,Mumbai,Pending,False
ACC100679,806,Individual,Hyderabad,Pending,False
ACC100680,147,Individual,Pune,Verified,False
ACC100681,2241,Business,Ahmedabad,Verified,False
ACC100682,1363,Business,Chennai,Verified,False
ACC100683,1885,Business,Ahmedabad,Verified,False
ACC100684,78,Business,Pune,Verified,False
ACC100685,2110,Business,Pune,Pending,False
ACC100686,1483,Individual,Hyderabad,Verified,False
ACC100687,214,Individual,Chennai,Pending,False
ACC100688,2183,Business,Delhi,Verified,False
ACC100689,52,Business,Hyderabad,Pending,False
ACC100690,1916,Individual,Ahmedabad,Verified,False
ACC100691,2168,Business,Ahmedabad,Pending,False
ACC100692,770,Business,Delhi,Verified,True
ACC100693,2152,Individual,Delhi,Pending,False
ACC100694,2004,Individual,Bengaluru,Verified,False
ACC100695,1945,Individual,Bengaluru,Verified,False
ACC100696,909,Business,Delhi,Verified,False
ACC100697,369,Individual,Delhi,Verified,False
ACC100698,1729,Individual,Ahmedabad,Verified,False
ACC100699,290,Individual,Ahmedabad,Pending,False
ACC100700,1897,Individual,Bengaluru,Pending,False
ACC100701,676,Individual,Bengaluru,Verified,False
ACC100702,102,Business,Bengaluru,Pending,False
ACC100703,681,Individual,Mumbai,Verified,False
ACC100704,1979,Individual,Hyderabad,Verified,False
ACC100705,70,Business,Pune,Verified,False
ACC100706,1038,Business,Mumbai,Verified,False
ACC100707,1499,Business,Ahmedabad,Verified,False
ACC100708,613,Individual,Chennai,Verified,False
ACC100709,691,Individual,Mumbai,Pending,False
ACC100710,1438,Business,Kolkata,Pending,False
ACC100711,2290,Individual,Bengaluru,Verified,False
ACC100712,533,Individual,Ahmedabad,Pending,False
ACC100713,2403,Business,Mumbai,Verified,False
ACC100714,1978,Individual,Hyderabad,Pending,False
ACC100715,1111,Business,Bengaluru,Verified,False
ACC100716,1763,Business,Bengaluru,Verified,False
ACC100717,1846,Business,Bengaluru,Verified,False
ACC100718,2306,Individual,Kolkata,Verified,True
ACC100719,2104,Business,Delhi,Verified,False
ACC100720,1154,Business,Pune,Pending,False
ACC100721,2271,Individual,Mumbai,Verified,False
ACC100722,2296,Individual,Mumbai,Pending,False
ACC100723,1089,Individual,Mumbai,Verified,False
ACC100724,2407,Business,Pune,Verified,False
ACC100725,116,Business,Ahmedabad,Pending,False
ACC100726,57,Individual,Pune,Pending,False
ACC100727,346,Business,Delhi,Pending,False
ACC100728,1059,Individual,Chennai,Verified,False
ACC100729,1290,Individual,Mumbai,Verified,False
ACC100730,2065,Individual,Kolkata,Verified,False
ACC100731,634,Business,Pune,Verified,False
ACC100732,1900,Individual,Mumbai,Verified,False
ACC100733,1286,Business,Ahmedabad,Verified,True
ACC100734,1725,Business,Mumbai,Verified,False
ACC100735,312,Individual,Delhi,Pending,False
ACC100736,648,Business,Kolkata,Verified,False
ACC100737,65,Individual,Mumbai,Verified,False
ACC100738,735,Individual,Pune,Pending,False
ACC100739,535,Individual,Chennai,Pending,False
ACC100740,483,Business,Mumbai,Verified,False
ACC100741,37,Individual,Kolkata,Verified,False
ACC100742,2135,Individual,Chennai,Verified,False
ACC100743,374,Business,Ahmedabad,Verified,False
ACC100744,535,Individual,Delhi,Pending,False
ACC100745,1345,Business,Kolkata,Verified,False
ACC100746,892,Business,Mumbai,Verified,False
ACC100747,1040,Business,Hyderabad,Pending,False
ACC100748,1036,Individual,Ahmedabad,Verified,False
ACC100749,1656,Individual,Chennai,Verified,False
ACC100750,928,Business,Pune,Pending,False
ACC100751,2420,Business,Ahmedabad,Verified,False
ACC100752,1784,Business,Delhi,Verified,False
ACC100753,1541,Business,Hyderabad,Pending,False
ACC100754,1916,Business,Delhi,Pending,True
ACC100755,1225,Business,Chennai,Pending,False
ACC100756,1664,Individual,Pune,Pending,False
ACC100757,494,Business,Kolkata,Verified,False
ACC100758,2085,Individual,Hyderabad,Verified,True
ACC100759,723,Individual,Ahmedabad,Verified,True
ACC100760,1072,Business,Chennai,Verified,False
ACC100761,1986,Business,Ahmedabad,Verified,False
ACC100762,1306,Business,Hyderabad,Verified,False
ACC100763,1264,Individual,Kolkata,Pending,False
ACC100764,2143,Individual,Ahmedabad,Pending,False
ACC100765,135,Business,Kolkata,Verified,False
ACC100766,546,Business,Mumbai,Verified,False
ACC100767,2202,Individual,Pune,Verified,False
ACC100768,2082,Individual,Kolkata,Verified,False
ACC100769,1613,Business,Mumbai,Verified,False
ACC100770,76,Individual,Chennai,Verified,False
ACC100771,242,Individual,Ahmedabad,Verified,False
ACC100772,2166,Business,Ahmedabad,Verified,False
ACC100773,1179,Business,Bengaluru,Pending,False
ACC100774,2168,Individual,Chennai,Pending,False
ACC100775,2285,Individual,Mumbai,Verified,False
ACC100776,120,Business,Chennai,Verified,False
ACC100777,1503,Business,Hyderabad,Pending,False
ACC100778,2091,Business,Ahmedabad,Verified,False
ACC100779,632,Business,Ahmedabad,Verified,False
ACC100780,2482,Individual,Chennai,Verified,False
ACC100781,1551,Individual,Bengaluru,Verified,False
ACC100782,1315,Individual,Delhi,Verified,False
ACC100783,1771,Individual,Delhi,Verified,False
ACC100784,1985,Business,Ahmedabad,Verified,False
ACC100785,2372,Business,Delhi,Verified,False
ACC100786,886,Business,Kolkata,Verified,False
ACC100787,1999,Individual,Ahmedabad,Pending,False
ACC100788,1322,Business,Bengaluru,Verified,False
ACC100789,1470,Individual,Chennai,Verified,False
ACC100790,2334,Individual,Delhi,Verified,False
ACC100791,1743,Business,Hyderabad,Pending,False
ACC100792,1615,Individual,Chennai,Pending,False
ACC100793,1536,Business,Kolkata,Pending,False
ACC100794,2407,Individual,Pune,Verified,False
ACC100795,1640,Business,Delhi,Verified,False
ACC100796,1170,Individual,Delhi,Verified,False
ACC100797,768,Individual,Hyderabad,Verified,False
ACC100798,252,Individual,Delhi,Verified,False
ACC100799,1073,Individual,Kolkata,Pending,False
ACC100800,238,Individual,Kolkata,Pending,False
ACC100801,929,Individual,Ahmedabad,Verified,False
ACC100802,1256,Individual,Ahmedabad,Verified,False
ACC100803,15,Individual,Delhi,Verified,False
ACC100804,477,Business,Bengaluru,Verified,False
ACC100805,1765,Individual,Ahmedabad,Verified,False
ACC100806,84,Individual,Kolkata,Pending,False
ACC100807,13,Business,Ahmedabad,Pending,False
ACC100808,1880,Business,Ahmedabad,Verified,False
ACC100809,655,Individual,Bengaluru,Verified,False
ACC100810,127,Business,Bengaluru,Verified,False
ACC100811,1639,Individual,Chennai,Verified,False
ACC100812,2031,Business,Ahmedabad,Verified,False
ACC100813,956,Individual,Chennai,Verified,False
ACC100814,1474,Individual,Ahmedabad,Verified,False
ACC100815,203,Business,Mumbai,Verified,False
ACC100816,856,Business,Bengaluru,Pending,False
ACC100817,1425,Business,Pune,Verified,False
ACC100818,1468,Business,Mumbai,Verified,False
ACC100819,2230,Individual,Pune,Pending,False
ACC100820,1678,Individual,Delhi,Verified,False
ACC100821,2383,Individual,Bengaluru,Verified,False
ACC100822,1443,Business,Delhi,Verified,False
ACC100823,1151,Business,Chennai,Verified,False
ACC100824,1820,Individual,Delhi,Pending,False
ACC100825,733,Individual,Chennai,Verified,False
ACC100826,234,Individual,Hyderabad,Verified,False
ACC100827,541,Business,Hyderabad,Pending,False
ACC100828,122,Business,Delhi,Verified,False
ACC100829,2197,Business,Kolkata,Pending,False
ACC100830,568,Individual,Mumbai,Pending,False
ACC100831,2058,Business,Pune,Pending,False
ACC100832,2147,Business,Pune,Verified,False
ACC100833,663,Individual,Ahmedabad,Verified,False
ACC100834,329,Individual,Kolkata,Verified,False
ACC100835,1583,Business,Hyderabad,Pending,False
ACC100836,1838,Business,Pune,Verified,False
ACC100837,1927,Business,Delhi,Pending,False
ACC100838,148,Business,Bengaluru,Verified,False
ACC100839,2036,Individual,Ahmedabad,Verified,False
ACC100840,2316,Individual,Delhi,Pending,False
ACC100841,911,Business,Bengaluru,Pending,False
ACC100842,699,Individual,Delhi,Verified,False
ACC100843,2049,Individual,Chennai,Verified,False
ACC100844,19,Business,Chennai,Verified,False
ACC100845,270,Business,Delhi,Verified,False
ACC100846,1952,Business,Chennai,Verified,False
ACC100847,1683,Business,Mumbai,Verified,False
ACC100848,2229,Individual,Hyderabad,Pending,False
ACC100849,2070,Individual,Delhi,Verified,False
ACC100850,1201,Business,Bengaluru,Verified,False
ACC100851,1629,Business,Mumbai,Pending,False
ACC100852,330,Individual,Ahmedabad,Verified,False
ACC100853,1352,Individual,Kolkata,Verified,False
ACC100854,1646,Individual,Mumbai,Verified,False
ACC100855,2386,Business,Chennai,Verified,False
ACC100856,2004,Business,Delhi,Verified,False
ACC100857,1953,Individual,Bengaluru,Verified,False
ACC100858,2048,Business,Pune,Verified,False
ACC100859,1128,Individual,Kolkata,Pending,False
ACC100860,1614,Individual,Mumbai,Verified,False
ACC100861,2375,Individual,Mumbai,Pending,False
ACC100862,245,Business,Kolkata,Verified,False
ACC100863,1979,Individual,Hyderabad,Verified,False
ACC100864,343,Individual,Hyderabad,Verified,False
ACC100865,1918,Individual,Chennai,Verified,False
ACC100866,385,Individual,Kolkata,Verified,False
ACC100867,1170,Individual,Hyderabad,Pending,False
ACC100868,1580,Business,Mumbai,Verified,False
ACC100869,1329,Business,Mumbai,Verified,False
ACC100870,1865,Business,Pune,Verified,False
ACC100871,1382,Business,Kolkata,Verified,False
ACC100872,882,Individual,Ahmedabad,Verified,False
ACC100873,1262,Individual,Mumbai,Verified,False
ACC100874,2327,Business,Hyderabad,Verified,False
ACC100875,1861,Individual,Kolkata,Verified,False
ACC100876,1324,Business,Kolkata,Pending,False
ACC100877,734,Individual,Delhi,Verified,False
ACC100878,2062,Individual,Chennai,Verified,False
ACC100879,87,Individual,Delhi,Verified,False
ACC100880,141,Business,Mumbai,Verified,False
ACC100881,610,Business,Hyderabad,Verified,False
ACC100882,1782,Individual,Mumbai,Pending,False
ACC100883,1075,Individual,Ahmedabad,Verified,False
ACC100884,2146,Business,Delhi,Verified,False
ACC100885,2459,Individual,Delhi,Verified,False
ACC100886,2353,Individual,Ahmedabad,Verified,False
ACC100887,1873,Business,Delhi,Verified,False
ACC100888,1328,Individual,Chennai,Verified,False
ACC100889,625,Individual,Pune,Pending,False
ACC100890,2479,Business,Mumbai,Verified,False
ACC100891,1898,Individual,Ahmedabad,Pending,False
ACC100892,1056,Business,Bengaluru,Pending,False
ACC100893,584,Individual,Pune,Verified,False
ACC100894,2200,Business,Mumbai,Verified,False
ACC100895,1002,Individual,Bengaluru,Verified,False
ACC100896,2202,Individual,Hyderabad,Verified,False
ACC100897,1258,Business,Pune,Pending,False
ACC100898,512,Individual,Delhi,Verified,False
ACC100899,2007,Business,Hyderabad,Verified,False
ACC100900,830,Individual,Kolkata,Verified,False
ACC100901,2161,Business,Mumbai,Verified,False
ACC100902,1980,Individual,Bengaluru,Verified,False
ACC100903,207,Individual,Bengaluru,Pending,False
ACC100904,1679,Individual,Ahmedabad,Verified,False
ACC100905,2448,Business,Pune,Verified,False
ACC100906,1212,Business,Bengaluru,Verified,False
ACC100907,1481,Individual,Chennai,Verified,False
ACC100908,1656,Individual,Ahmedabad,Verified,False
ACC100909,1702,Business,Hyderabad,Verified,False
ACC100910,1322,Individual,Bengaluru,Pending,False
ACC100911,2045,Individual,Hyderabad,Verified,False
ACC100912,487,Individual,Pune,Verified,False
ACC100913,1264,Business,Chennai,Verified,True
ACC100914,932,Individual,Hyderabad,Pending,False
ACC100915,429,Business,Bengaluru,Verified,False
ACC100916,2214,Business,Mumbai,Verified,False
ACC100917,1130,Individual,Kolkata,Verified,False
ACC100918,960,Business,Mumbai,Verified,False
ACC100919,2346,Individual,Kolkata,Verified,False
ACC100920,1287,Individual,Kolkata,Verified,False
ACC100921,2253,Individual,Chennai,Verified,False
ACC100922,1867,Business,Kolkata,Verified,False
ACC100923,526,Business,Ahmedabad,Verified,False
ACC100924,1668,Individual,Mumbai,Verified,False
ACC100925,1875,Individual,Mumbai,Verified,False
ACC100926,1151,Individual,Delhi,Pending,False
ACC100927,1942,Business,Pune,Pending,False
ACC100928,824,Individual,Pune,Verified,False
ACC100929,2285,Business,Chennai,Pending,False
ACC100930,1910,Business,Mumbai,Verified,False
ACC100931,2273,Individual,Chennai,Verified,False
ACC100932,2072,Individual,Pune,Verified,False
ACC100933,2104,Individual,Hyderabad,Verified,False
ACC100934,2381,Business,Bengaluru,Verified,False
ACC100935,139,Business,Delhi,Verified,False
ACC100936,104,Business,Ahmedabad,Verified,False
ACC100937,1965,Individual,Ahmedabad,Verified,False
ACC100938,803,Individual,Mumbai,Verified,False
ACC100939,1844,Individual,Hyderabad,Verified,False
ACC100940,2126,Individual,Kolkata,Verified,False
ACC100941,1693,Individual,Chennai,Verified,False
ACC100942,20,Individual,Mumbai,Verified,False
ACC100943,1875,Business,Delhi,Verified,False
ACC100944,721,Business,Mumbai,Verified,False
ACC100945,2080,Business,Bengaluru,Verified,False
ACC100946,824,Business,Kolkata,Pending,False
ACC100947,355,Individual,Kolkata,Pending,False
ACC100948,2359,Individual,Pune,Verified,False
ACC100949,372,Individual,Chennai,Verified,False
ACC100950,2453,Business,Delhi,Verified,False
ACC100951,2275,Individual,Chennai,Pending,False
ACC100952,2198,Business,Ahmedabad,Verified,False
ACC100953,994,Individual,Chennai,Pending,False
ACC100954,1649,Individual,Kolkata,Verified,False
ACC100955,837,Individual,Bengaluru,Pending,False
ACC100956,365,Business,Ahmedabad,Pending,False
ACC100957,1357,Business,Pune,Pending,False
ACC100958,1873,Business,Delhi,Verified,False
ACC100959,136,Business,Hyderabad,Verified,False
ACC100960,613,Business,Bengaluru,Pending,False
ACC100961,1938,Business,Hyderabad,Verified,False
ACC100962,1023,Individual,Hyderabad,Verified,False
ACC100963,60,Business,Bengaluru,Verified,False
ACC100964,1440,Business,Pune,Verified,False
ACC100965,1802,Individual,Hyderabad,Verified,False
ACC100966,1646,Business,Bengaluru,Verified,False
ACC100967,1655,Individual,Hyderabad,Pending,False
ACC100968,2477,Business,Delhi,Pending,False
ACC100969,1215,Individual,Mumbai,Verified,False
ACC100970,1864,Individual,Hyderabad,Verified,False
ACC100971,576,Business,Bengaluru,Verified,False
ACC100972,2428,Individual,Delhi,Verified,False
ACC100973,945,Individual,Pune,Verified,False
ACC100974,1944,Individual,Delhi,Verified,False
ACC100975,1342,Individual,Pune,Verified,False
ACC100976,211,Business,Kolkata,Verified,False
ACC100977,2370,Business,Chennai,Verified,False
ACC100978,126,Individual,Delhi,Pending,False
ACC100979,946,Business,Pune,Verified,False
ACC100980,584,Business,Hyderabad,Verified,False
ACC100981,2301,Business,Chennai,Verified,False
ACC100982,546,Individual,Delhi,Verified,False
ACC100983,1635,Business,Bengaluru,Verified,False
ACC100984,2132,Business,Hyderabad,Verified,False
ACC100985,395,Business,Delhi,Verified,False
ACC100986,484,Individual,Hyderabad,Verified,False
ACC100987,427,Business,Delhi,Verified,False
ACC100988,2404,Business,Ahmedabad,Verified,False
ACC100989,948,Business,Hyderabad,Verified,False
ACC100990,964,Individual,Pune,Verified,False
ACC100991,885,Individual,Bengaluru,Verified,False
ACC100992,772,Business,Ahmedabad,Pending,False
ACC100993,1212,Individual,Kolkata,Pending,False
ACC100994,1215,Business,Pune,Pending,False
ACC100995,673,Individual,Ahmedabad,Verified,False
ACC100996,34,Individual,Ahmedabad,Verified,False
ACC100997,2000,Individual,Chennai,Verified,False
ACC100998,1213,Business,Chennai,Verified,False
ACC100999,719,Individual,Pune,Verified,False
