sender_account,receiver_account,transaction_count,total_amount,average_amount
ACC100157,ACC100704,1,5647.72,5647.72
ACC100157,ACC100809,1,597.77,597.77
ACC100157,ACC100913,1,473.32,473.32
ACC100157,ACC100957,1,374.15,374.15
ACC100157,ACC100975,1,53.47,53.47
ACC100157,ACC100994,1,654.34,654.34
ACC100158,ACC100129,1,462.53,462.53
ACC100158,ACC100225,1,1735.62,1735.62
ACC100158,ACC100290,1,72.5,72.5
ACC100158,ACC100333,1,613.39,613.39
ACC100158,ACC100354,1,1512.68,1512.68
ACC100158,ACC100433,1,1228.63,1228.63
ACC100158,ACC100436,1,620.81,620.81
ACC100158,ACC100590,1,219.86,219.86
ACC100158,ACC100679,1,9539.47,9539.47
ACC100158,ACC100811,1,39.79,39.79
ACC100158,ACC100873,1,1125.14,1125.14
ACC100158,ACC100961,1,175.52,175.52
ACC100159,ACC100135,1,885.09,885.09
ACC100159,ACC100145,1,351.97,351.97
ACC100159,ACC100194,1,671.93,671.93
ACC100159,ACC100268,1,161.68,161.68
ACC100159,ACC100357,1,12708.85,12708.85
ACC100159,ACC100596,1,1792.45,1792.45
ACC100159,ACC100639,1,20730.3,20730.3
ACC100159,ACC100654,1,6598.0,6598.0
ACC100159,ACC100683,1,3688.01,3688.01
ACC100159,ACC100727,1,1442.71,1442.71
ACC100159,ACC100854,1,4003.55,4003.55
ACC100160,ACC100148,1,3412.65,3412.65
ACC100160,ACC100400,1,1363.92,1363.92
ACC100160,ACC100608,1,188.29,188.29
ACC100160,ACC100842,1,1635.35,1635.35
ACC100160,ACC100927,1,1009.13,1009.13
ACC100160,ACC100967,1,1497.81,1497.81
ACC100161,ACC100030,1,1944.09,1944.09
ACC100161,ACC100051,1,968.28,968.28
ACC100161,ACC100064,1,299.32,299.32
ACC100161,ACC100111,1,123.75,123.75
ACC100161,ACC100255,1,2809.72,2809.72
ACC100161,ACC100280,1,1140.97,1140.97
ACC100161,ACC100589,1,2446.5,2446.5
ACC100161,ACC100670,1,217.66,217.66
ACC100161,ACC100705,1,496.32,496.32
ACC100161,ACC100709,1,439.1,439.1
ACC100161,ACC100832,1,842.47,842.47
ACC100161,ACC100880,1,681.16,681.16
ACC100162,ACC100118,1,3399.61,3399.61
ACC100162,ACC100176,1,257.83,257.83
ACC100162,ACC100249,1,402.73,402.73
ACC100162,ACC100432,1,5236.0,5236.0
ACC100162,ACC100575,1,1286.27,1286.27
ACC100162,ACC100598,1,1298.15,1298.15
ACC100162,ACC100899,1,503.38,503.38
ACC100162,ACC100917,1,538.52,538.52
ACC100162,ACC100923,1,318.55,318.55
ACC100162,ACC100971,1,947.62,947.62
ACC100163,ACC100014,1,82401.6,82401.6
ACC100163,ACC100168,1,4512.27,4512.27
ACC100163,ACC100279,1,391.27,391.27
ACC100163,ACC100425,1,52.71,52.71
ACC100163,ACC100522,1,1933.81,1933.81
ACC100163,ACC100531,1,4425.92,4425.92
ACC100163,ACC100584,1,1033.27,1033.27
ACC100163,ACC100654,1,13980.0,13980.0
ACC100163,ACC100869,1,404.66,404.66
ACC100164,ACC100095,1,1702.41,1702.41
ACC100164,ACC100232,1,3646.71,3646.71
ACC100164,ACC100326,1,91.06,91.06
ACC100164,ACC100398,1,2137.23,2137.23
ACC100164,ACC100473,1,985.27,985.27
ACC100164,ACC100491,1,2378.45,2378.45
ACC100164,ACC100514,1,9549.78,9549.78
ACC100164,ACC100682,1,876.87,876.87
ACC100164,ACC100707,1,589.84,589.84
ACC100164,ACC100825,1,11184.82,11184.82
ACC100164,ACC100875,1,2840.31,2840.31
ACC100165,ACC100056,1,1287.15,1287.15
ACC100165,ACC100088,1,387.83,387.83
ACC100165,ACC100138,1,998.74,998.74
ACC100165,ACC100143,1,2473.85,2473.85
ACC100165,ACC100203,1,3013.55,3013.55
ACC100165,ACC100218,1,302.65,302.65
ACC100165,ACC100351,1,703.28,703.28
ACC100165,ACC100415,1,1155.36,1155.36
ACC100165,ACC100532,1,6553.14,6553.14
ACC100165,ACC100799,1,2897.05,2897.05
ACC100165,ACC100952,1,1253.83,1253.83
ACC100166,ACC100003,1,5321.56,5321.56
ACC100166,ACC100030,1,2609.33,2609.33
ACC100166,ACC100533,1,2238.85,2238.85
ACC100166,ACC100554,1,1680.68,1680.68
ACC100166,ACC100600,1,820.54,820.54
ACC100166,ACC100673,1,2910.21,2910.21
ACC100166,ACC100717,1,357.29,357.29
ACC100166,ACC100941,1,1298.82,1298.82
ACC100167,ACC100026,1,7669.51,7669.51
ACC100167,ACC100054,1,2640.74,2640.74
ACC100167,ACC100097,1,1610.73,1610.73
ACC100167,ACC100182,1,541.94,541.94
ACC100167,ACC100237,1,351.91,351.91
ACC100167,ACC100289,1,35.62,35.62
ACC100167,ACC100425,1,3822.81,3822.81
ACC100167,ACC100524,1,479.44,479.44
ACC100167,ACC100662,1,1693.88,1693.88
ACC100167,ACC100702,1,1159.92,1159.92
ACC100167,ACC100716,1,2039.37,2039.37
ACC100167,ACC100755,1,4673.86,4673.86
ACC100167,ACC100962,1,1372.19,1372.19
ACC100167,ACC100984,1,2085.03,2085.03
ACC100167,ACC100993,1,1552.91,1552.91
ACC100168,ACC100037,1,651.61,651.61
ACC100168,ACC100060,1,3243.55,3243.55
ACC100168,ACC100266,1,924.72,924.72
ACC100168,ACC100281,1,12749.0,12749.0
ACC100168,ACC100327,1,6896.98,6896.98
ACC100168,ACC100436,1,760.28,760.28
ACC100168,ACC100492,1,3852.52,3852.52
ACC100168,ACC100556,1,234.02,234.02
ACC100168,ACC100697,1,879.11,879.11
ACC100168,ACC100854,1,1994.48,1994.48
ACC100168,ACC100930,1,2502.28,2502.28
ACC100169,ACC100190,1,1093.64,1093.64
ACC100169,ACC100348,1,380.64,380.64
ACC100169,ACC100523,1,10326.76,10326.76
ACC100169,ACC100566,1,525.78,525.78
ACC100169,ACC100584,1,10884.18,10884.18
ACC100169,ACC100723,1,1887.08,1887.08
ACC100169,ACC100746,1,385.61,385.61
ACC100169,ACC100849,1,12617.17,12617.17
ACC100170,ACC100123,1,2246.62,2246.62
ACC100170,ACC100342,1,2447.49,2447.49
ACC100170,ACC100370,1,3199.48,3199.48
ACC100170,ACC100579,1,1358.0,1358.0
ACC100170,ACC100608,1,645.3,645.3
ACC100170,ACC100612,1,3541.14,3541.14
ACC100170,ACC100807,1,1973.64,1973.64
ACC100170,ACC100869,1,2926.11,2926.11
ACC100171,ACC100066,1,259.77,259.77
ACC100171,ACC100330,1,10309.98,10309.98
ACC100171,ACC100438,1,1347.38,1347.38
ACC100171,ACC100464,1,154.96,154.96
ACC100171,ACC100496,1,327.41,327.41
ACC100171,ACC100520,1,2816.66,2816.66
ACC100171,ACC100720,1,6457.25,6457.25
ACC100171,ACC100741,1,1239.61,1239.61
ACC100171,ACC100921,1,11803.17,11803.17
ACC100172,ACC100002,1,1697.45,1697.45
ACC100172,ACC100112,1,154.68,154.68
ACC100172,ACC100249,1,3876.57,3876.57
ACC100172,ACC100301,1,2318.97,2318.97
ACC100172,ACC100391,1,1222.78,1222.78
ACC100172,ACC100445,1,11503.26,11503.26
ACC100172,ACC100514,1,330.91,330.91
ACC100172,ACC100560,1,447.59,447.59
ACC100172,ACC100572,1,494.95,494.95
ACC100172,ACC100713,1,503.51,503.51
ACC100172,ACC100760,1,2919.49,2919.49
ACC100172,ACC100806,1,217.5,217.5
ACC100172,ACC100890,1,74.12,74.12
ACC100172,ACC100917,1,2685.2,2685.2
ACC100172,ACC100994,1,169.88,169.88
ACC100173,ACC100112,1,1319.73,1319.73
ACC100173,ACC100126,1,3429.65,3429.65
ACC100173,ACC100212,1,372.81,372.81
ACC100173,ACC100252,1,644.32,644.32
ACC100173,ACC100358,1,471.33,471.33
ACC100173,ACC100397,1,1324.24,1324.24
ACC100173,ACC100614,1,826.93,826.93
ACC100173,ACC100638,1,49.06,49.06
ACC100173,ACC100715,1,3331.25,3331.25
ACC100174,ACC100049,1,536.83,536.83
ACC100174,ACC100087,1,1394.53,1394.53
ACC100174,ACC100175,1,260.28,260.28
ACC100174,ACC100500,1,5438.17,5438.17
ACC100174,ACC100576,1,4517.42,4517.42
ACC100174,ACC100607,1,12215.73,12215.73
ACC100174,ACC100641,1,522.45,522.45
ACC100174,ACC100683,1,1241.54,1241.54
ACC100174,ACC100851,1,3288.08,3288.08
ACC100174,ACC100861,1,526.33,526.33
ACC100174,ACC100965,1,987.71,987.71
ACC100175,ACC100072,1,60.36,60.36
ACC100175,ACC100106,1,4406.42,4406.42
ACC100175,ACC100290,1,645.2,645.2
ACC100175,ACC100423,1,770.23,770.23
ACC100175,ACC100671,1,3176.69,3176.69
ACC100175,ACC100903,1,482.97,482.97
ACC100175,ACC100975,1,8010.61,8010.61
ACC100176,ACC100073,1,366.83,366.83
ACC100176,ACC100179,1,881.4,881.4
ACC100176,ACC100191,1,1349.3,1349.3
ACC100176,ACC100391,1,2087.94,2087.94
ACC100176,ACC100454,1,445.43,445.43
ACC100176,ACC100846,1,524.33,524.33
ACC100176,ACC100944,1,400.29,400.29
ACC100177,ACC100032,1,633.38,633.38
ACC100177,ACC100064,1,910.78,910.78
ACC100177,ACC100138,1,1142.74,1142.74
ACC100177,ACC100202,1,9095.98,9095.98
ACC100177,ACC100204,1,967.41,967.41
ACC100177,ACC100428,1,9034.19,9034.19
ACC100177,ACC100459,1,81.03,81.03
ACC100177,ACC100517,1,339.41,339.41
ACC100177,ACC100577,1,2368.89,2368.89
ACC100177,ACC100678,1,1175.39,1175.39
ACC100177,ACC100691,1,1631.17,1631.17
ACC100177,ACC100771,1,1294.43,1294.43
ACC100178,ACC100014,1,473.43,473.43
ACC100178,ACC100410,1,163.83,163.83
ACC100178,ACC100597,1,225.82,225.82
ACC100178,ACC100666,1,1590.75,1590.75
ACC100178,ACC100726,1,2039.71,2039.71
ACC100178,ACC100997,1,4163.2,4163.2
ACC100179,ACC100064,1,139.79,139.79
ACC100179,ACC100066,1,1735.29,1735.29
ACC100179,ACC100076,1,1829.49,1829.49
ACC100179,ACC100086,1,2067.45,2067.45
ACC100179,ACC100114,1,82.4,82.4
ACC100179,ACC100116,1,1331.26,1331.26
ACC100179,ACC100215,1,1852.23,1852.23
ACC100179,ACC100291,1,164.32,164.32
ACC100179,ACC100416,1,825.82,825.82
ACC100179,ACC100539,1,1964.82,1964.82
ACC100179,ACC100727,1,335.8,335.8
ACC100179,ACC100804,1,858.04,858.04
ACC100179,ACC100844,1,253.21,253.21
ACC100180,ACC100058,1,1288.58,1288.58
ACC100180,ACC100120,1,147.88,147.88
ACC100180,ACC100163,1,158.7,158.7
ACC100180,ACC100262,1,1057.64,1057.64
ACC100180,ACC100346,1,1203.18,1203.18
ACC100180,ACC100506,1,1218.22,1218.22
ACC100180,ACC100648,1,3455.01,3455.01
ACC100180,ACC100687,1,353.93,353.93
ACC100180,ACC100744,1,300.35,300.35
ACC100180,ACC100913,1,11004.0,11004.0
ACC100181,ACC100197,1,1072.52,1072.52
ACC100181,ACC100301,1,258.27,258.27
ACC100181,ACC100382,1,1341.91,1341.91
ACC100181,ACC100436,1,136.99,136.99
ACC100181,ACC100499,1,2950.12,2950.12
ACC100181,ACC100558,1,739.23,739.23
ACC100181,ACC100564,1,592.84,592.84
ACC100181,ACC100605,1,3193.54,3193.54
ACC100181,ACC100699,1,42.31,42.31
ACC100181,ACC100724,1,11284.68,11284.68
ACC100181,ACC100859,1,3067.17,3067.17
ACC100181,ACC100983,1,3547.33,3547.33
ACC100182,ACC100083,1,5858.27,5858.27
ACC100182,ACC100307,1,1853.84,1853.84
ACC100182,ACC100334,1,1208.99,1208.99
ACC100182,ACC100396,1,3177.14,3177.14
ACC100182,ACC100475,1,3921.81,3921.81
ACC100182,ACC100532,1,1134.38,1134.38
ACC100182,ACC100600,1,288.74,288.74
ACC100182,ACC100612,1,311.13,311.13
ACC100182,ACC100660,1,7311.07,7311.07
ACC100182,ACC100710,1,1095.9,1095.9
ACC100182,ACC100812,1,405.66,405.66
ACC100182,ACC100851,1,322.77,322.77
ACC100182,ACC100894,1,717.58,717.58
ACC100182,ACC100907,1,356.45,356.45
ACC100183,ACC100067,1,2353.58,2353.58
ACC100183,ACC100146,1,997.09,997.09
ACC100183,ACC100323,1,5045.69,5045.69
ACC100183,ACC100376,1,177.3,177.3
ACC100183,ACC100404,1,408.67,408.67
ACC100183,ACC100442,1,250.62,250.62
ACC100183,ACC100473,1,503.04,503.04
ACC100183,ACC100604,1,170.6,170.6
ACC100183,ACC100643,1,772.47,772.47
ACC100183,ACC100721,1,1619.97,1619.97
ACC100183,ACC100741,1,2788.34,2788.34
ACC100183,ACC100787,1,683.14,683.14
ACC100183,ACC100948,1,1568.17,1568.17
ACC100183,ACC100954,1,2139.83,2139.83
ACC100183,ACC100955,1,46456.71,46456.71
ACC100183,ACC100984,1,2621.22,2621.22
ACC100184,ACC100061,1,2249.85,2249.85
ACC100184,ACC100117,1,1085.3,1085.3
ACC100184,ACC100418,1,3556.68,3556.68
ACC100184,ACC100914,1,2845.02,2845.02
ACC100184,ACC100930,1,1446.94,1446.94
ACC100185,ACC100027,1,516.2,516.2
ACC100185,ACC100037,1,686.19,686.19
ACC100185,ACC100059,1,1709.69,1709.69
ACC100185,ACC100119,1,646.56,646.56
ACC100185,ACC100125,1,1286.56,1286.56
ACC100185,ACC100219,1,1365.15,1365.15
ACC100185,ACC100237,1,971.96,971.96
ACC100185,ACC100347,1,1775.93,1775.93
ACC100185,ACC100367,1,399.01,399.01
ACC100185,ACC100371,1,3995.5,3995.5
ACC100185,ACC100625,1,837.14,837.14
ACC100185,ACC100665,1,2182.21,2182.21
ACC100185,ACC100767,1,992.83,992.83
ACC100185,ACC100854,1,571.85,571.85
ACC100185,ACC100986,1,5862.42,5862.42
ACC100186,ACC100066,1,105.72,105.72
ACC100186,ACC100221,1,657.63,657.63
ACC100186,ACC100238,1,4639.99,4639.99
ACC100186,ACC100402,1,76.67,76.67
ACC100186,ACC100467,1,3140.53,3140.53
ACC100186,ACC100548,1,3041.93,3041.93
ACC100186,ACC100663,1,609.95,609.95
ACC100186,ACC100710,1,756.76,756.76
ACC100186,ACC100712,1,1011.55,1011.55
ACC100186,ACC100859,1,826.48,826.48
ACC100186,ACC100957,1,684.46,684.46
ACC100187,ACC100116,1,663.52,663.52
ACC100187,ACC100164,1,1177.51,1177.51
ACC100187,ACC100271,1,1308.74,1308.74
ACC100187,ACC100556,1,947.54,947.54
ACC100187,ACC100696,1,2351.25,2351.25
ACC100187,ACC100703,1,4248.51,4248.51
ACC100187,ACC100782,1,633.74,633.74
ACC100187,ACC100840,1,4725.51,4725.51
ACC100187,ACC100969,1,1043.27,1043.27
ACC100188,ACC100239,1,1216.76,1216.76
ACC100188,ACC100266,1,613.47,613.47
ACC100188,ACC100510,1,2193.78,2193.78
ACC100188,ACC100642,1,1427.59,1427.59
ACC100188,ACC100725,1,67.58,67.58
ACC100188,ACC100728,1,1974.16,1974.16
ACC100188,ACC100969,1,917.5,917.5
ACC100189,ACC100242,1,895.64,895.64
ACC100189,ACC100258,1,1950.31,1950.31
ACC100189,ACC100296,1,608.95,608.95
ACC100189,ACC100317,1,6162.46,6162.46
ACC100189,ACC100350,1,642.54,642.54
ACC100189,ACC100519,1,1015.49,1015.49
ACC100189,ACC100520,1,1940.42,1940.42
ACC100189,ACC100526,1,213.46,213.46
ACC100189,ACC100560,1,176.48,176.48
ACC100189,ACC100664,1,1846.36,1846.36
ACC100189,ACC100981,1,1396.45,1396.45
ACC100190,ACC100093,1,953.76,953.76
ACC100190,ACC100365,1,2084.33,2084.33
ACC100190,ACC100437,1,864.0,864.0
ACC100190,ACC100447,1,2415.43,2415.43
ACC100190,ACC100469,1,229.81,229.81
ACC100190,ACC100482,1,446.82,446.82
ACC100190,ACC100512,1,606.74,606.74
ACC100190,ACC100542,1,471.18,471.18
ACC100190,ACC100653,1,529.14,529.14
ACC100190,ACC100868,1,1358.73,1358.73
ACC100190,ACC100886,1,2506.83,2506.83
ACC100191,ACC100161,1,4233.63,4233.63
ACC100191,ACC100255,1,136.21,136.21
ACC100191,ACC100398,1,1017.55,1017.55
ACC100191,ACC100559,1,336.98,336.98
ACC100191,ACC100563,1,1995.51,1995.51
ACC100191,ACC100609,1,4473.37,4473.37
ACC100191,ACC100728,1,620.26,620.26
ACC100191,ACC100839,1,682.3,682.3
ACC100191,ACC100932,1,372.35,372.35
ACC100192,ACC100045,1,2408.42,2408.42
ACC100192,ACC100070,1,1183.01,1183.01
ACC100192,ACC100119,1,672.75,672.75
ACC100192,ACC100123,1,1001.32,1001.32
ACC100192,ACC100145,1,4005.61,4005.61
ACC100192,ACC100299,1,310.49,310.49
ACC100192,ACC100328,1,984.73,984.73
ACC100192,ACC100553,1,215.54,215.54
ACC100192,ACC100568,1,2851.07,2851.07
ACC100192,ACC100736,1,1879.17,1879.17
ACC100192,ACC100813,1,335.52,335.52
ACC100192,ACC100948,1,499.78,499.78
ACC100193,ACC100064,1,2380.58,2380.58
ACC100193,ACC100088,1,3434.24,3434.24
ACC100193,ACC100152,1,2130.11,2130.11
ACC100193,ACC100176,1,1161.13,1161.13
ACC100193,ACC100204,1,8629.77,8629.77
ACC100193,ACC100253,1,104.58,104.58
ACC100193,ACC100265,1,72.01,72.01
ACC100193,ACC100371,1,822.85,822.85
ACC100193,ACC100441,1,4127.36,4127.36
ACC100193,ACC100583,1,1624.42,1624.42
ACC100193,ACC100791,1,6730.6,6730.6
ACC100193,ACC100913,1,2951.36,2951.36
ACC100194,ACC100060,1,1221.53,1221.53
ACC100194,ACC100285,1,709.77,709.77
ACC100194,ACC100338,1,4020.74,4020.74
ACC100194,ACC100345,1,2630.27,2630.27
ACC100194,ACC100348,1,16241.98,16241.98
ACC100194,ACC100462,1,396.17,396.17
ACC100194,ACC100536,1,3984.23,3984.23
ACC100194,ACC100580,1,4476.9,4476.9
ACC100194,ACC100687,1,1607.81,1607.81
ACC100194,ACC100703,1,3310.55,3310.55
ACC100194,ACC100770,1,33.74,33.74
ACC100194,ACC100776,1,406.94,406.94
ACC100194,ACC100856,1,1143.37,1143.37
ACC100194,ACC100935,1,870.92,870.92
ACC100195,ACC100095,1,11221.0,11221.0
ACC100195,ACC100328,1,67.38,67.38
ACC100195,ACC100434,1,1115.87,1115.87
ACC100195,ACC100444,1,299.3,299.3
ACC100195,ACC100741,1,2426.96,2426.96
ACC100195,ACC100929,1,1929.37,1929.37
ACC100196,ACC100033,1,2293.64,2293.64
ACC100196,ACC100101,1,96.35,96.35
ACC100196,ACC100707,1,1655.33,1655.33
ACC100196,ACC100734,1,1247.94,1247.94
ACC100196,ACC100868,1,1566.77,1566.77
ACC100196,ACC100966,1,776.56,776.56
ACC100197,ACC100012,1,116.84,116.84
ACC100197,ACC100020,1,2860.87,2860.87
ACC100197,ACC100176,1,1254.93,1254.93
ACC100197,ACC100187,1,2072.69,2072.69
ACC100197,ACC100214,1,1352.63,1352.63
ACC100197,ACC100231,1,7337.87,7337.87
ACC100197,ACC100421,1,1204.13,1204.13
ACC100197,ACC100441,1,818.74,818.74
ACC100197,ACC100487,1,3277.97,3277.97
ACC100197,ACC100558,1,10690.0,10690.0
ACC100197,ACC100638,1,524.43,524.43
ACC100197,ACC100844,1,33.23,33.23
ACC100197,ACC100896,1,2843.85,2843.85
ACC100197,ACC100904,1,2956.55,2956.55
ACC100197,ACC100910,1,766.84,766.84
ACC100198,ACC100081,1,532.0,532.0
ACC100198,ACC100117,1,162.46,162.46
ACC100198,ACC100314,1,3061.46,3061.46
ACC100198,ACC100317,1,125.47,125.47
ACC100198,ACC100326,1,225.08,225.08
ACC100198,ACC100338,1,708.36,708.36
ACC100198,ACC100387,1,801.4,801.4
ACC100198,ACC100427,1,2718.4,2718.4
ACC100198,ACC100542,1,96.48,96.48
ACC100198,ACC100557,1,1106.67,1106.67
ACC100198,ACC100748,1,6184.71,6184.71
ACC100198,ACC100781,1,1838.47,1838.47
ACC100198,ACC100784,1,1865.66,1865.66
ACC100198,ACC100797,1,7882.72,7882.72
ACC100198,ACC100931,1,6889.68,6889.68
ACC100199,ACC100015,2,1038.1000000000001,519.0500000000001
ACC100199,ACC100034,1,524.26,524.26
ACC100199,ACC100045,1,447.86,447.86
ACC100199,ACC100209,1,150.76,150.76
ACC100199,ACC100276,1,2228.82,2228.82
ACC100199,ACC100479,1,2223.75,2223.75
ACC100199,ACC100560,1,3371.94,3371.94
ACC100199,ACC100646,1,564.87,564.87
ACC100199,ACC100902,1,2185.68,2185.68
ACC100200,ACC100022,1,714.42,714.42
ACC100200,ACC100060,1,2606.86,2606.86
ACC100200,ACC100149,1,555.57,555.57
ACC100200,ACC100278,1,749.77,749.77
ACC100200,ACC100330,1,978.25,978.25
ACC100200,ACC100415,1,70.27,70.27
ACC100200,ACC100557,1,2057.24,2057.24
ACC100200,ACC100574,1,8038.01,8038.01
ACC100200,ACC100672,1,610.02,610.02
ACC100200,ACC100693,1,613.31,613.31
ACC100200,ACC100799,1,2097.26,2097.26
ACC100200,ACC100840,1,7324.61,7324.61
ACC100200,ACC100847,1,1158.3,1158.3
ACC100200,ACC100876,1,958.0,958.0
ACC100200,ACC100886,1,2725.88,2725.88
ACC100200,ACC100999,1,431.91,431.91
ACC100201,ACC100168,1,590.64,590.64
ACC100201,ACC100204,1,2708.54,2708.54
ACC100201,ACC100241,1,591.04,591.04
ACC100201,ACC100512,1,1246.23,1246.23
ACC100201,ACC100658,1,521.72,521.72
ACC100201,ACC100708,1,349.59,349.59
ACC100201,ACC100841,1,101.64,101.64
ACC100202,ACC100372,1,196.54,196.54
ACC100202,ACC100617,1,228.19,228.19
ACC100202,ACC100644,1,539.02,539.02
ACC100202,ACC100694,1,4770.94,4770.94
ACC100202,ACC100703,1,844.44,844.44
ACC100202,ACC100746,1,1686.14,1686.14
ACC100202,ACC100801,1,1064.56,1064.56
ACC100202,ACC100809,1,435.7,435.7
ACC100202,ACC100870,1,3309.07,3309.07
ACC100202,ACC100907,1,1046.74,1046.74
ACC100203,ACC100008,1,800.44,800.44
ACC100203,ACC100071,1,612.8,612.8
ACC100203,ACC100086,1,303.23,303.23
ACC100203,ACC100202,1,2408.44,2408.44
ACC100203,ACC100248,1,887.3,887.3
ACC100203,ACC100272,1,1722.59,1722.59
ACC100203,ACC100357,1,570.98,570.98
ACC100203,ACC100410,1,659.87,659.87
ACC100203,ACC100421,1,194.55,194.55
ACC100203,ACC100463,1,92924.4,92924.4
ACC100203,ACC100534,1,621.32,621.32
ACC100203,ACC100682,1,409.34,409.34
ACC100203,ACC100768,1,892.81,892.81
ACC100203,ACC100974,1,241.3,241.3
ACC100204,ACC100025,1,12938.0,12938.0
ACC100204,ACC100044,1,239.15,239.15
ACC100204,ACC100099,1,1251.16,1251.16
ACC100204,ACC100222,1,625.71,625.71
ACC100204,ACC100266,1,1990.1,1990.1
ACC100204,ACC100424,1,3265.63,3265.63
ACC100204,ACC100523,1,1855.98,1855.98
ACC100204,ACC100761,1,858.69,858.69
ACC100205,ACC100060,1,667.51,667.51
ACC100205,ACC100136,1,999.66,999.66
ACC100205,ACC100197,1,2533.32,2533.32
ACC100205,ACC100214,1,5573.7,5573.7
ACC100205,ACC100350,1,339.96,339.96
ACC100205,ACC100704,1,105.73,105.73
ACC100205,ACC100731,1,320.52,320.52
ACC100205,ACC100964,1,177.18,177.18
ACC100206,ACC100003,1,123.19,123.19
ACC100206,ACC100180,1,1211.08,1211.08
ACC100206,ACC100194,1,2106.29,2106.29
ACC100206,ACC100219,1,2742.81,2742.81
ACC100206,ACC100411,1,64.11,64.11
ACC100206,ACC100759,1,1336.34,1336.34
ACC100207,ACC100026,1,1605.25,1605.25
ACC100207,ACC100085,1,1553.95,1553.95
ACC100207,ACC100464,1,1852.13,1852.13
ACC100207,ACC100516,1,1805.69,1805.69
ACC100207,ACC100535,1,1149.01,1149.01
ACC100207,ACC100598,1,1032.87,1032.87
ACC100207,ACC100704,1,3150.29,3150.29
ACC100207,ACC100854,1,451.31,451.31
ACC100207,ACC100999,1,188.17,188.17
ACC100208,ACC100018,1,633.58,633.58
ACC100208,ACC100075,1,925.77,925.77
ACC100208,ACC100092,1,601.06,601.06
ACC100208,ACC100209,1,281.01,281.01
ACC100208,ACC100313,1,1631.04,1631.04
ACC100208,ACC100422,1,8242.97,8242.97
ACC100208,ACC100554,1,827.5,827.5
ACC100208,ACC100595,1,1549.6,1549.6
ACC100208,ACC100598,1,425.21,425.21
ACC100208,ACC100710,1,358.48,358.48
ACC100208,ACC100889,1,547.36,547.36
ACC100208,ACC100923,1,1150.36,1150.36
ACC100209,ACC100189,1,1845.79,1845.79
ACC100209,ACC100290,1,933.68,933.68
ACC100209,ACC100461,1,15991.82,15991.82
ACC100209,ACC100478,1,1048.61,1048.61
ACC100209,ACC100574,1,8375.0,8375.0
ACC100209,ACC100737,1,532.83,532.83
ACC100209,ACC100869,1,913.95,913.95
ACC100209,ACC100962,1,1202.77,1202.77
ACC100210,ACC100175,1,902.32,902.32
ACC100210,ACC100206,1,2045.54,2045.54
ACC100210,ACC100212,1,1353.68,1353.68
ACC100210,ACC100238,1,12647.0,12647.0
ACC100210,ACC100240,1,11301.53,11301.53
ACC100210,ACC100388,1,492.96,492.96
ACC100210,ACC100398,1,578.71,578.71
ACC100210,ACC100491,1,581.89,581.89
ACC100210,ACC100561,1,1811.95,1811.95
ACC100210,ACC100688,1,587.21,587.21
ACC100210,ACC100762,1,1409.47,1409.47
ACC100210,ACC100939,1,1196.03,1196.03
ACC100211,ACC100562,1,965.43,965.43
ACC100211,ACC100565,1,131.78,131.78
ACC100211,ACC100668,1,2220.12,2220.12
ACC100211,ACC100762,1,1286.79,1286.79
ACC100211,ACC100798,1,1048.54,1048.54
ACC100211,ACC100836,1,4163.3,4163.3
ACC100211,ACC100878,1,1483.13,1483.13
ACC100212,ACC100238,1,6629.0,6629.0
ACC100212,ACC100310,1,691.71,691.71
ACC100212,ACC100546,1,450.6,450.6
ACC100212,ACC100601,1,1362.43,1362.43
ACC100212,ACC100706,1,4146.94,4146.94
ACC100212,ACC100810,1,186.5,186.5
ACC100213,ACC100005,1,3362.66,3362.66
ACC100213,ACC100054,1,2164.17,2164.17
ACC100213,ACC100235,1,594.17,594.17
ACC100213,ACC100244,1,591.21,591.21
ACC100213,ACC100257,1,1491.82,1491.82
ACC100213,ACC100591,1,221.02,221.02
ACC100213,ACC100594,1,531.87,531.87
ACC100213,ACC100840,1,269.03,269.03
ACC100213,ACC100946,1,237.21,237.21
ACC100214,ACC100330,1,326.81,326.81
ACC100214,ACC100355,1,708.14,708.14
ACC100214,ACC100369,1,598.46,598.46
ACC100214,ACC100427,1,131.34,131.34
ACC100214,ACC100571,1,1581.5,1581.5
ACC100214,ACC100700,1,218.8,218.8
ACC100214,ACC100781,1,116.18,116.18
ACC100214,ACC100967,1,666.88,666.88
ACC100214,ACC100975,1,169.34,169.34
ACC100215,ACC100051,1,772.18,772.18
ACC100215,ACC100057,1,2265.66,2265.66
ACC100215,ACC100303,1,2435.99,2435.99
ACC100215,ACC100357,1,1239.21,1239.21
ACC100215,ACC100378,1,5322.91,5322.91
ACC100215,ACC100545,1,491.09,491.09
ACC100215,ACC100591,1,355.91,355.91
ACC100215,ACC100637,1,105.12,105.12
ACC100215,ACC100754,2,4508.36,2254.18
ACC100216,ACC100027,1,898.57,898.57
ACC100216,ACC100074,1,1149.95,1149.95
ACC100216,ACC100113,1,768.85,768.85
ACC100216,ACC100151,1,738.54,738.54
ACC100216,ACC100228,1,2113.36,2113.36
ACC100216,ACC100365,1,693.94,693.94
ACC100216,ACC100548,1,173.81,173.81
ACC100216,ACC100574,1,13945.0,13945.0
ACC100216,ACC100605,1,610.14,610.14
