account_id,account_age_days,customer_type,city,kyc_status,is_mule,incoming_count,unique_senders,total_received,outgoing_count,unique_receivers,total_sent,transaction_velocity,unique_devices,risk_score,risk_level
ACC100737,65,Individual,Mumbai,Verified,False,11,11,35576.3,14,14,56889.56,11,11,50,MEDIUM
ACC100806,84,Individual,Kolkata,Pending,False,10,10,10266.16,21,21,63166.479999999996,10,10,50,MEDIUM
ACC100971,576,Business,Bengaluru,Verified,False,13,13,25680.54,8,8,9196.67,13,13,45,MEDIUM
ACC100034,1538,Business,Bengaluru,Verified,False,14,14,12574.71,7,7,8328.91,14,14,45,MEDIUM
ACC100970,1864,Individual,Hyderabad,Verified,False,13,13,81105.91,6,6,10335.45,13,12,45,MEDIUM
ACC100994,1215,Business,Pune,Pending,False,12,11,17718.56,8,8,53571.78,12,12,45,MEDIUM
ACC100787,1999,Individual,Ahmedabad,Pending,False,12,12,6799.29,8,8,10291.17,12,11,45,MEDIUM
ACC100011,140,Business,Chennai,Verified,False,12,12,56525.55,8,8,7432.24,12,12,45,MEDIUM
ACC100290,2156,Individual,Delhi,Verified,False,14,14,36049.37,7,7,37372.06,14,14,45,MEDIUM
ACC100294,311,Individual,Ahmedabad,Verified,False,13,13,20243.16,4,4,4471.469999999999,13,12,45,MEDIUM
ACC100260,1425,Individual,Ahmedabad,Verified,False,13,13,33529.920000000006,8,8,10042.970000000001,13,13,45,MEDIUM
ACC100233,413,Individual,Hyderabad,Verified,False,14,14,39610.7,7,7,11884.87,14,14,45,MEDIUM
ACC100064,2327,Business,Delhi,Verified,False,12,12,25525.26,5,5,15518.95,12,12,45,MEDIUM
ACC100017,1225,Business,Ahmedabad,Verified,False,13,13,19339.67,9,9,9458.130000000001,13,13,45,MEDIUM
ACC100014,2401,Individual,Mumbai,Verified,False,13,13,124183.58000000002,9,9,21744.37,13,12,45,MEDIUM
ACC100240,1453,Business,Chennai,Verified,False,13,13,27692.91,8,8,37347.56,13,13,45,MEDIUM
ACC100623,2010,Business,Chennai,Verified,False,12,11,33600.47,6,6,15981.64,12,11,45,MEDIUM
ACC100570,1176,Business,Ahmedabad,Verified,False,13,13,102073.84999999999,9,9,26297.2,13,13,45,MEDIUM
ACC100601,886,Business,Ahmedabad,Verified,False,12,12,22643.23,7,7,22039.34,12,12,45,MEDIUM
ACC100596,718,Individual,Hyderabad,Verified,False,14,14,58213.81,9,8,23820.04,14,14,45,MEDIUM
ACC100586,749,Business,Hyderabad,Verified,False,13,13,34001.729999999996,6,6,8472.87,13,12,45,MEDIUM
ACC100298,1002,Individual,Kolkata,Pending,False,13,13,35940.96,7,7,36394.86,13,13,45,MEDIUM
ACC100296,616,Business,Chennai,Pending,False,13,13,10877.92,8,8,13462.39,13,13,45,MEDIUM
ACC100323,930,Business,Mumbai,Verified,False,12,12,18964.88,7,7,25496.78,12,12,45,MEDIUM
ACC100653,398,Business,Bengaluru,Verified,False,14,14,30744.69,8,8,16638.83,14,13,45,MEDIUM
ACC100322,1851,Individual,Bengaluru,Verified,False,12,12,32231.32,8,8,30366.28,12,12,45,MEDIUM
ACC100904,1679,Individual,Ahmedabad,Verified,False,14,14,25154.4,7,7,8455.32,14,14,45,MEDIUM
ACC100676,768,Business,Hyderabad,Verified,False,12,12,33941.94,8,8,17166.09,12,11,45,MEDIUM
ACC100278,2341,Business,Delhi,Verified,False,13,13,11385.51,7,7,23716.02,13,13,45,MEDIUM
ACC100066,465,Business,Mumbai,Verified,False,13,13,19403.11,6,6,28090.94,13,13,45,MEDIUM
ACC100980,584,Business,Hyderabad,Verified,False,13,13,54312.409999999996,6,6,33071.0,13,12,45,MEDIUM
ACC100999,719,Individual,Pune,Verified,False,13,13,18816.99,3,3,4797.65,13,13,45,MEDIUM
ACC100334,1176,Individual,Bengaluru,Verified,False,13,13,43898.71,9,9,14702.420000000002,13,13,45,MEDIUM
ACC100710,1438,Business,Kolkata,Pending,False,13,13,36701.46,8,7,20443.97,13,13,45,MEDIUM
ACC100572,480,Business,Mumbai,Pending,False,12,12,51656.66,5,5,3909.25,12,12,45,MEDIUM
ACC100843,2049,Individual,Chennai,Verified,False,12,12,20177.04,9,9,16383.11,12,11,45,MEDIUM
ACC100074,2274,Business,Hyderabad,Verified,False,12,12,14582.47,4,4,9038.92,12,12,45,MEDIUM
ACC100080,2072,Individual,Mumbai,Pending,False,12,12,13645.13,8,8,29217.48,12,12,45,MEDIUM
ACC100354,1229,Business,Kolkata,Verified,False,14,14,25142.56,4,4,25755.27,14,14,45,MEDIUM
ACC100690,1916,Individual,Ahmedabad,Verified,False,14,14,42352.07,7,7,8459.69,14,14,45,MEDIUM
ACC100930,1910,Business,Mumbai,Verified,False,13,13,9508.64,8,8,18360.12,13,13,45,MEDIUM
ACC100237,637,Business,Chennai,Pending,False,13,13,19835.15,8,8,10582.26,13,13,45,MEDIUM
ACC100928,824,Individual,Pune,Verified,False,12,12,24123.7,9,9,16265.59,12,12,45,MEDIUM
ACC100375,1160,Individual,Delhi,Verified,False,12,12,30873.62,8,8,34062.92,12,12,45,MEDIUM
ACC100378,1674,Individual,Pune,Verified,False,13,12,29694.03,9,9,25858.62,13,13,45,MEDIUM
ACC100862,245,Business,Kolkata,Verified,False,13,13,29751.809999999998,9,9,24805.620000000003,13,13,45,MEDIUM
ACC100857,1953,Individual,Bengaluru,Verified,False,12,12,19078.329999999998,9,9,11179.130000000001,12,11,45,MEDIUM
ACC100532,662,Individual,Pune,Verified,False,12,12,25393.96,8,8,20627.58,12,11,45,MEDIUM
ACC100371,1379,Individual,Chennai,Verified,False,12,12,24570.170000000002,5,5,11278.880000000001,12,12,45,MEDIUM
ACC100542,2444,Business,Kolkata,Verified,False,12,12,58761.369999999995,8,8,7483.17,12,12,45,MEDIUM
ACC100712,533,Individual,Ahmedabad,Pending,False,13,13,131778.67,1,1,1423.19,13,13,45,MEDIUM
ACC100998,1213,Business,Chennai,Verified,False,13,13,13026.1,9,9,13771.65,13,13,45,MEDIUM
ACC100160,1146,Business,Hyderabad,Verified,False,12,12,55698.55,6,6,9107.15,12,12,45,MEDIUM
ACC100475,708,Business,Hyderabad,Verified,False,14,14,21987.85,6,6,6495.29,14,14,45,MEDIUM
ACC100882,1782,Individual,Mumbai,Pending,False,12,12,15437.33,8,8,20594.77,12,12,45,MEDIUM
ACC100469,2119,Individual,Pune,Verified,False,13,13,148256.39,7,7,7288.5599999999995,13,13,45,MEDIUM
ACC100170,651,Business,Chennai,Verified,False,12,12,30890.879999999997,8,8,18337.78,12,11,45,MEDIUM
ACC100516,1375,Individual,Mumbai,Verified,False,12,12,20237.54,8,8,9899.06,12,12,45,MEDIUM
ACC100753,1541,Business,Hyderabad,Pending,False,13,13,23440.16,9,9,14050.79,13,13,45,MEDIUM
ACC100176,1671,Individual,Hyderabad,Pending,False,13,13,9919.49,7,7,6055.52,13,13,45,MEDIUM
ACC100515,1866,Individual,Delhi,Verified,False,13,13,38491.979999999996,9,9,34936.619999999995,13,13,45,MEDIUM
ACC100766,546,Business,Mumbai,Verified,False,12,12,19238.42,9,9,21005.08,12,12,45,MEDIUM
ACC100448,835,Business,Bengaluru,Pending,False,14,13,152005.76,7,7,33415.83,14,14,45,MEDIUM
ACC100509,1550,Business,Ahmedabad,Verified,False,12,12,9345.8,3,3,3195.37,12,12,45,MEDIUM
ACC100537,465,Business,Chennai,Pending,False,12,12,34863.16,6,6,17445.19,12,12,45,MEDIUM
ACC100437,2454,Individual,Chennai,Verified,False,12,12,24327.58,7,7,25778.839999999997,12,12,45,MEDIUM
ACC100133,1061,Individual,Mumbai,Verified,False,14,14,107567.43000000001,8,8,16367.5,14,14,45,MEDIUM
ACC100409,1767,Business,Ahmedabad,Pending,False,12,12,87113.89,7,7,16772.32,12,12,45,MEDIUM
ACC100184,845,Individual,Pune,Verified,False,14,14,37406.47,5,5,11183.789999999999,14,14,45,MEDIUM
ACC100214,2208,Individual,Bengaluru,Verified,False,12,12,26524.89,9,9,4517.45,12,12,45,MEDIUM
ACC100944,721,Business,Mumbai,Verified,False,14,14,68953.91,5,5,10825.400000000001,14,14,45,MEDIUM
ACC100103,814,Business,Bengaluru,Verified,False,12,12,22371.38,6,6,17803.1,12,12,45,MEDIUM
ACC100860,1614,Individual,Mumbai,Verified,False,9,9,19760.3,11,11,37758.29,9,9,45,MEDIUM
ACC100960,613,Business,Bengaluru,Pending,False,12,12,35358.98,4,4,6929.57,12,12,45,MEDIUM
ACC100545,199,Business,Ahmedabad,Verified,False,12,12,30208.100000000002,6,6,2274.02,12,11,45,MEDIUM
ACC100209,1673,Individual,Hyderabad,Verified,False,13,13,63556.31,8,8,30844.449999999997,13,13,45,MEDIUM
ACC100217,272,Business,Ahmedabad,Verified,False,12,12,19204.76,8,8,24758.09,12,12,45,MEDIUM
ACC100249,887,Business,Bengaluru,Pending,False,12,11,43533.07,9,9,19688.8,12,12,45,MEDIUM
ACC100275,2084,Individual,Delhi,Verified,False,12,12,19443.079999999998,7,7,9743.75,12,12,45,MEDIUM
ACC100991,885,Individual,Bengaluru,Verified,False,12,12,17057.11,8,8,26405.730000000003,12,12,45,MEDIUM
ACC100369,1091,Business,Pune,Verified,False,12,12,30068.149999999998,8,8,21446.94,12,12,45,MEDIUM
ACC100724,2407,Business,Pune,Verified,False,12,12,26697.71,8,8,19797.78,12,12,45,MEDIUM
ACC100899,2007,Business,Hyderabad,Verified,False,14,14,36782.0,9,9,11534.49,14,14,45,MEDIUM
ACC100045,1373,Individual,Delhi,Pending,False,13,13,25054.52,4,4,3718.78,13,13,45,MEDIUM
ACC100227,462,Individual,Mumbai,Verified,False,12,12,40717.36,6,6,7290.39,12,12,45,MEDIUM
ACC100852,330,Individual,Ahmedabad,Verified,False,12,12,36399.43,9,9,19389.96,12,12,45,MEDIUM
ACC100897,1258,Business,Pune,Pending,False,14,14,16848.93,6,6,6327.0199999999995,14,14,45,MEDIUM
ACC100849,2070,Individual,Delhi,Verified,False,13,13,30950.25,8,8,17858.84,13,11,45,MEDIUM
ACC100989,948,Business,Hyderabad,Verified,False,10,10,33924.79,12,12,26733.07,10,10,40,MEDIUM
ACC100083,1162,Business,Delhi,Verified,False,10,10,17788.56,12,12,12972.67,10,10,40,MEDIUM
ACC100668,456,Business,Delhi,Pending,False,10,10,25926.940000000002,10,10,14484.16,10,10,40,MEDIUM
ACC100084,2037,Business,Pune,Verified,False,11,11,23254.44,11,11,21095.23,11,11,40,MEDIUM
ACC100784,1985,Business,Ahmedabad,Verified,False,11,11,74858.73,17,17,75831.0,11,10,40,MEDIUM
ACC100788,1322,Business,Bengaluru,Verified,False,11,11,20175.239999999998,12,12,19661.38,11,11,40,MEDIUM
ACC100018,965,Individual,Pune,Verified,False,11,11,13792.86,14,14,27588.5,11,10,40,MEDIUM
ACC100974,1944,Individual,Delhi,Verified,False,10,10,30492.76,11,10,19570.34,10,10,40,MEDIUM
ACC100844,19,Business,Chennai,Verified,False,10,10,12681.2,7,7,27395.319999999996,10,8,40,MEDIUM
ACC100099,789,Business,Bengaluru,Verified,False,10,10,62100.880000000005,12,12,14039.5,10,9,40,MEDIUM
ACC100098,1873,Business,Delhi,Pending,False,10,10,92275.77,14,14,17339.9,10,10,40,MEDIUM
ACC100356,886,Business,Hyderabad,Pending,False,11,11,13419.23,10,10,14823.58,11,11,40,MEDIUM
ACC100573,1045,Business,Bengaluru,Pending,False,11,11,27337.9,10,10,32635.2,11,9,40,MEDIUM
ACC100578,382,Business,Pune,Pending,False,10,10,30571.45,10,10,15539.18,10,9,40,MEDIUM
ACC100581,1381,Individual,Hyderabad,Verified,False,11,11,15542.470000000001,11,11,38881.09,11,11,40,MEDIUM
ACC100841,911,Business,Bengaluru,Pending,False,11,10,17043.31,10,10,12559.95,11,11,40,MEDIUM
ACC100571,1406,Business,Bengaluru,Verified,False,10,10,16243.52,13,13,25240.27,10,10,40,MEDIUM
ACC100317,255,Business,Kolkata,Verified,False,11,11,27390.95,10,10,26156.96,11,11,40,MEDIUM
ACC100316,794,Individual,Ahmedabad,Verified,False,10,10,13698.47,13,13,43880.88,10,10,40,MEDIUM
ACC100113,402,Individual,Bengaluru,Verified,False,11,11,23277.07,16,16,27633.44,11,11,40,MEDIUM
ACC100117,1494,Individual,Chennai,Verified,False,10,10,9866.27,12,12,26422.12,10,10,40,MEDIUM
ACC100335,1125,Individual,Delhi,Verified,False,10,10,8898.82,12,12,38141.86,10,10,40,MEDIUM
ACC100342,1158,Business,Bengaluru,Verified,False,10,10,14892.11,11,11,23402.71,10,10,40,MEDIUM
ACC100312,635,Business,Mumbai,Pending,False,11,11,22363.41,11,10,33943.340000000004,11,11,40,MEDIUM
ACC100929,2285,Business,Chennai,Pending,False,10,10,18670.74,16,16,41674.19,10,10,40,MEDIUM
ACC100708,613,Individual,Chennai,Verified,False,11,11,18017.05,10,10,17704.23,11,10,40,MEDIUM
ACC100917,1130,Individual,Kolkata,Verified,False,11,11,11376.23,13,13,21391.9,11,11,40,MEDIUM
ACC100915,429,Business,Bengaluru,Verified,False,10,10,20885.489999999998,13,13,43081.68,10,10,40,MEDIUM
ACC100908,1656,Individual,Ahmedabad,Verified,False,10,10,16741.02,16,16,23564.16,10,9,40,MEDIUM
ACC100903,207,Individual,Bengaluru,Pending,False,10,10,16469.04,14,14,49907.89,10,10,40,MEDIUM
ACC100618,520,Individual,Bengaluru,Verified,False,11,11,50938.03,15,14,45411.83,11,11,40,MEDIUM
ACC100268,1055,Business,Delhi,Pending,False,11,11,14678.16,15,15,46573.29,11,11,40,MEDIUM
ACC100629,1178,Individual,Mumbai,Pending,False,11,10,14989.83,12,12,31933.09,11,11,40,MEDIUM
ACC100630,1911,Business,Mumbai,Verified,False,11,11,25001.13,10,10,15328.1,11,11,40,MEDIUM
ACC100619,394,Business,Hyderabad,Pending,False,10,10,26166.73,10,10,11749.43,10,8,40,MEDIUM
ACC100624,1678,Business,Chennai,Verified,False,10,10,12790.25,18,17,72927.23999999999,10,10,40,MEDIUM
ACC100284,556,Business,Mumbai,Verified,False,11,11,20666.46,16,16,39129.47,11,10,40,MEDIUM
ACC100306,2075,Business,Ahmedabad,Verified,False,11,11,21807.129999999997,11,11,31910.93,11,11,40,MEDIUM
ACC100583,549,Individual,Ahmedabad,Verified,False,11,11,52477.15,13,13,33545.66,11,11,40,MEDIUM
ACC100597,1848,Individual,Hyderabad,Verified,False,10,10,20968.47,17,17,21613.07,10,9,40,MEDIUM
ACC100248,1929,Business,Ahmedabad,Verified,False,10,10,12267.51,11,11,39673.47,10,10,40,MEDIUM
ACC100675,551,Individual,Hyderabad,Verified,False,11,11,17928.02,10,10,19409.010000000002,11,11,40,MEDIUM
ACC100918,960,Business,Mumbai,Verified,False,10,10,11449.22,13,13,19433.72,10,10,40,MEDIUM
ACC100280,1514,Business,Mumbai,Verified,False,11,10,17411.7,14,14,25744.14,11,10,40,MEDIUM
ACC100029,1816,Business,Pune,Verified,False,10,10,19706.07,10,9,15510.87,10,10,40,MEDIUM
ACC100990,964,Individual,Pune,Verified,False,10,10,69750.23000000001,11,10,34551.26,10,10,40,MEDIUM
ACC100783,1771,Individual,Delhi,Verified,False,11,11,23299.52,12,12,35923.57,11,11,40,MEDIUM
ACC100060,171,Business,Bengaluru,Verified,False,11,11,17240.66,13,13,41405.78,11,11,40,MEDIUM
ACC100289,1079,Individual,Kolkata,Verified,False,11,11,101460.76,16,16,30145.36,11,11,40,MEDIUM
ACC100288,2215,Business,Kolkata,Verified,False,11,11,10776.11,13,13,58402.86,11,11,40,MEDIUM
ACC100669,2027,Individual,Kolkata,Pending,False,11,11,26979.379999999997,12,12,21016.85,11,11,40,MEDIUM
ACC100068,1026,Individual,Kolkata,Pending,False,11,10,19653.62,13,13,33580.27,11,11,40,MEDIUM
ACC100664,1339,Business,Kolkata,Verified,False,10,10,25719.41,12,12,46941.26,10,10,40,MEDIUM
ACC100566,1565,Individual,Delhi,Verified,False,10,10,20880.96,12,12,24465.64,10,10,40,MEDIUM
ACC100393,1689,Business,Mumbai,Pending,False,11,11,24093.47,14,14,74060.66,11,11,40,MEDIUM
ACC100563,1709,Business,Pune,Verified,False,11,11,22822.7,17,17,38708.9,11,11,40,MEDIUM
ACC100368,1820,Business,Hyderabad,Verified,False,10,10,38428.03,10,10,32362.76,10,10,40,MEDIUM
ACC100069,2353,Business,Hyderabad,Pending,False,11,11,14860.220000000001,12,12,24329.809999999998,11,11,40,MEDIUM
ACC100720,1154,Business,Pune,Pending,False,10,10,35435.29,13,13,42106.4,10,10,40,MEDIUM
ACC100150,1489,Individual,Chennai,Verified,False,10,10,17771.59,13,13,33458.45,10,9,40,MEDIUM
ACC100120,1030,Business,Mumbai,Pending,False,11,11,25136.3,13,12,36597.380000000005,11,11,40,MEDIUM
ACC100359,278,Business,Pune,Verified,False,11,11,17766.13,11,11,11319.23,11,11,40,MEDIUM
ACC100193,2201,Business,Pune,Verified,False,10,10,21500.33,12,12,34169.01,10,10,40,MEDIUM
ACC100936,104,Business,Ahmedabad,Verified,False,11,11,17677.31,12,12,32908.74,11,11,40,MEDIUM
ACC100236,1706,Business,Ahmedabad,Verified,False,10,10,16260.79,12,12,35867.97,10,10,40,MEDIUM
ACC100050,44,Individual,Mumbai,Verified,False,10,10,16987.8,6,6,10002.94,10,10,40,MEDIUM
ACC100052,1965,Individual,Mumbai,Verified,False,11,11,15212.199999999999,13,13,17996.64,11,11,40,MEDIUM
ACC100047,1400,Individual,Hyderabad,Verified,False,10,10,6468.54,11,11,20784.670000000002,10,8,40,MEDIUM
ACC100388,713,Individual,Chennai,Verified,False,10,10,28421.87,13,13,30508.989999999998,10,10,40,MEDIUM
ACC100850,1201,Business,Bengaluru,Verified,False,10,10,21435.81,13,13,60507.56,10,10,40,MEDIUM
ACC100222,1026,Individual,Kolkata,Pending,False,11,11,31439.84,15,15,29589.14,11,11,40,MEDIUM
ACC100224,2059,Business,Bengaluru,Verified,False,10,10,14245.91,13,13,22056.6,10,9,40,MEDIUM
ACC100434,1201,Business,Delhi,Verified,False,10,10,23083.100000000002,12,12,24352.5,10,10,40,MEDIUM
ACC100392,163,Individual,Kolkata,Verified,False,11,11,30307.79,11,11,11538.59,11,10,40,MEDIUM
ACC100422,506,Individual,Ahmedabad,Pending,False,10,10,43130.79,16,16,46215.020000000004,10,10,40,MEDIUM
ACC100418,525,Business,Hyderabad,Verified,False,10,10,13400.6,11,11,18458.38,10,10,40,MEDIUM
ACC100966,1646,Business,Bengaluru,Verified,False,10,10,48824.87,14,14,43633.53,10,10,40,MEDIUM
ACC100965,1802,Individual,Hyderabad,Verified,False,11,11,26336.27,12,12,10432.78,11,11,40,MEDIUM
ACC100962,1023,Individual,Hyderabad,Verified,False,10,10,24744.79,12,12,25015.04,10,10,40,MEDIUM
ACC100961,1938,Business,Hyderabad,Verified,False,10,10,25499.399999999998,14,14,20078.89,10,10,40,MEDIUM
ACC100861,2375,Individual,Mumbai,Pending,False,11,11,35036.09,10,10,28857.94,11,11,40,MEDIUM
ACC100856,2004,Business,Delhi,Verified,False,10,10,24711.350000000002,11,11,12535.12,10,10,40,MEDIUM
ACC100381,522,Individual,Chennai,Pending,False,10,10,37913.7,14,14,27469.16,10,9,40,MEDIUM
ACC100394,1006,Individual,Kolkata,Verified,False,11,11,22015.03,10,10,25554.49,11,11,40,MEDIUM
ACC100397,1018,Business,Mumbai,Pending,False,11,11,26871.09,12,12,10911.7,11,11,40,MEDIUM
ACC100396,1102,Business,Kolkata,Pending,False,11,11,35219.86,12,12,9100.65,11,11,40,MEDIUM
ACC100404,2489,Individual,Mumbai,Verified,False,11,11,22649.86,11,11,42792.65,11,10,40,MEDIUM
ACC100401,462,Business,Kolkata,Verified,False,11,11,12676.45,13,13,18091.13,11,10,40,MEDIUM
ACC100539,904,Business,Kolkata,Pending,False,10,10,12612.74,11,11,21680.27,10,10,40,MEDIUM
ACC100543,2006,Business,Mumbai,Verified,False,11,11,15883.33,14,14,47568.04,11,11,40,MEDIUM
ACC100547,1224,Business,Kolkata,Pending,False,11,11,16333.109999999999,13,13,53060.54,11,11,40,MEDIUM
ACC100520,226,Individual,Chennai,Pending,False,10,10,27898.71,11,11,25331.5,10,10,40,MEDIUM
ACC100548,1541,Individual,Delhi,Verified,False,10,10,20090.26,10,10,19079.29,10,10,40,MEDIUM
ACC100735,312,Individual,Delhi,Pending,False,11,11,54053.07,17,17,56718.51,11,11,40,MEDIUM
ACC100506,2227,Business,Hyderabad,Verified,False,10,10,14345.79,12,12,40160.979999999996,10,10,40,MEDIUM
ACC100959,136,Business,Hyderabad,Verified,False,10,10,14790.91,10,10,23552.12,10,10,40,MEDIUM
ACC100412,1795,Business,Chennai,Verified,False,10,10,22357.6,10,10,20340.4,10,10,40,MEDIUM
ACC100192,1940,Business,Pune,Verified,False,11,11,18313.39,12,12,16347.41,11,11,40,MEDIUM
ACC100183,2304,Business,Kolkata,Verified,False,11,10,38010.41,16,16,68556.44,11,11,40,MEDIUM
ACC100939,1844,Individual,Hyderabad,Verified,False,11,11,21493.73,10,10,50274.04,11,11,40,MEDIUM
ACC100732,1900,Individual,Mumbai,Verified,False,10,10,18964.51,17,17,56241.59,10,8,40,MEDIUM
ACC100123,1767,Business,Kolkata,Verified,False,11,11,48951.920000000006,13,13,49060.619999999995,11,11,40,MEDIUM
ACC100129,1732,Business,Bengaluru,Verified,False,11,11,32493.09,14,14,36139.0,11,11,40,MEDIUM
ACC100728,1059,Individual,Chennai,Verified,False,11,11,35450.55,10,10,21671.86,11,11,40,MEDIUM
ACC100815,203,Business,Mumbai,Verified,False,10,10,30887.54,11,11,23964.07,10,10,40,MEDIUM
ACC100808,1880,Business,Ahmedabad,Verified,False,10,10,18444.440000000002,16,16,24710.34,10,10,40,MEDIUM
ACC100181,1743,Individual,Hyderabad,Verified,False,11,11,34106.59,12,12,28226.91,11,11,40,MEDIUM
ACC100180,1705,Business,Kolkata,Verified,False,11,11,17341.36,10,10,20187.489999999998,11,11,40,MEDIUM
ACC100948,2359,Individual,Pune,Verified,False,10,10,9946.84,13,13,40209.01,10,10,40,MEDIUM
ACC100869,1329,Business,Mumbai,Verified,False,10,10,14815.91,10,10,27386.559999999998,10,10,40,MEDIUM
ACC100511,1455,Individual,Delhi,Verified,False,11,11,26894.77,13,13,28078.79,11,11,40,MEDIUM
ACC100745,1345,Business,Kolkata,Verified,False,11,11,64446.469999999994,11,11,26448.63,11,11,40,MEDIUM
ACC100500,760,Individual,Delhi,Verified,False,11,11,28474.3,12,12,11850.130000000001,11,11,40,MEDIUM
ACC100494,2455,Business,Kolkata,Verified,False,11,11,19106.75,10,10,15192.67,11,11,40,MEDIUM
ACC100164,573,Individual,Kolkata,Verified,False,10,10,8665.1,11,11,35982.75,10,10,40,MEDIUM
ACC100446,124,Business,Kolkata,Pending,False,11,11,23719.86,14,14,26398.75,11,11,40,MEDIUM
ACC100430,966,Business,Delhi,Verified,False,10,10,17819.23,12,12,25592.82,10,10,40,MEDIUM
ACC100493,1219,Business,Chennai,Verified,False,11,11,28920.11,17,17,41832.59,11,11,40,MEDIUM
ACC100452,738,Business,Mumbai,Verified,False,11,11,37506.92999999999,12,12,12867.25,11,11,40,MEDIUM
ACC100428,2437,Individual,Pune,Verified,False,10,10,35652.52,13,13,16055.4,10,10,40,MEDIUM
ACC100769,1613,Business,Mumbai,Verified,False,11,11,35922.69,10,10,10713.8,11,11,40,MEDIUM
ACC100764,2143,Individual,Ahmedabad,Pending,False,10,10,15813.59,12,12,21707.91,10,10,40,MEDIUM
ACC100763,1264,Individual,Kolkata,Pending,False,10,10,18178.7,11,11,23482.5,10,10,40,MEDIUM
ACC100137,1364,Individual,Ahmedabad,Verified,False,11,11,27971.63,14,13,34249.79,11,11,40,MEDIUM
ACC100472,738,Business,Ahmedabad,Verified,False,10,10,19832.98,12,12,26861.43,10,10,40,MEDIUM
ACC100875,1861,Individual,Kolkata,Verified,False,11,11,23821.66,10,10,12468.88,11,11,40,MEDIUM
ACC100871,1382,Business,Kolkata,Verified,False,10,10,24545.53,11,11,20361.52,10,10,40,MEDIUM
ACC100773,1179,Business,Bengaluru,Pending,False,10,10,20835.37,10,10,21038.42,10,9,40,MEDIUM
ACC100878,2062,Individual,Chennai,Verified,False,10,10,18738.280000000002,10,10,25646.5,10,10,40,MEDIUM
ACC100876,1324,Business,Kolkata,Pending,False,11,10,22835.4,14,14,33657.09,11,11,40,MEDIUM
ACC100464,2336,Individual,Chennai,Verified,False,11,11,10727.509999999998,12,12,47567.2,11,11,40,MEDIUM
ACC100007,1248,Individual,Kolkata,Verified,False,10,10,27843.559999999998,10,10,21154.43,10,9,40,MEDIUM
ACC100005,2179,Individual,Kolkata,Verified,False,11,11,19990.22,10,10,26704.38,11,11,40,MEDIUM
ACC100010,2145,Business,Mumbai,Verified,False,11,11,27012.739999999998,15,15,29985.02,11,11,40,MEDIUM
ACC100146,982,Individual,Ahmedabad,Pending,False,11,11,23534.59,14,14,27820.32,11,11,40,MEDIUM
ACC100776,120,Business,Chennai,Verified,False,11,11,14262.4,12,12,21082.12,11,10,40,MEDIUM
ACC100136,1991,Individual,Bengaluru,Verified,False,9,9,22538.79,8,8,9079.880000000001,9,9,35,MEDIUM
ACC100478,405,Business,Ahmedabad,Verified,False,10,10,44017.93,9,9,19794.78,10,10,30,MEDIUM
ACC100993,1212,Individual,Kolkata,Pending,False,11,11,108762.89,9,9,21965.71,11,11,30,MEDIUM
ACC100138,1673,Business,Kolkata,Verified,False,10,10,24484.25,9,9,24540.010000000002,10,10,30,MEDIUM
ACC100140,2048,Individual,Delhi,Verified,False,10,10,30053.09,4,4,10987.94,10,10,30,MEDIUM
ACC100499,244,Individual,Delhi,Pending,False,11,11,17961.72,4,4,9994.15,11,10,30,MEDIUM
ACC100879,87,Individual,Delhi,Verified,False,5,5,11535.18,11,11,27842.82,5,5,30,MEDIUM
ACC100880,141,Business,Mumbai,Verified,False,11,11,29618.18,9,9,60613.03,11,11,30,MEDIUM
ACC100171,2277,Business,Bengaluru,Verified,False,11,11,51662.19,9,9,34716.19,11,11,30,MEDIUM
ACC100151,1444,Business,Mumbai,Verified,False,10,10,22214.87,8,8,15354.12,10,10,30,MEDIUM
ACC100755,1225,Business,Chennai,Pending,False,11,11,21509.2,8,8,14996.47,11,11,30,MEDIUM
ACC100814,1474,Individual,Ahmedabad,Verified,False,10,10,27289.82,8,8,20361.15,10,10,30,MEDIUM
ACC100126,550,Business,Kolkata,Verified,False,10,10,16637.19,7,7,12120.15,10,10,30,MEDIUM
ACC100128,1193,Business,Delhi,Verified,False,10,10,27000.34,7,7,24561.73,10,10,30,MEDIUM
ACC100130,1829,Business,Hyderabad,Pending,False,10,10,23941.16,9,9,27281.530000000002,10,10,30,MEDIUM
ACC100195,1157,Business,Pune,Verified,False,10,10,14431.140000000001,6,6,17059.88,10,10,30,MEDIUM
ACC100041,2373,Business,Bengaluru,Verified,False,11,11,13679.3,9,9,18591.41,11,11,30,MEDIUM
ACC100932,2072,Individual,Pune,Verified,False,10,10,23238.309999999998,8,8,13601.97,10,10,30,MEDIUM
ACC100048,1488,Business,Pune,Pending,False,10,10,19023.74,7,7,18404.870000000003,10,9,30,MEDIUM
ACC100051,2263,Individual,Hyderabad,Verified,False,11,11,7493.91,7,7,21685.230000000003,11,11,30,MEDIUM
ACC100053,1595,Individual,Mumbai,Verified,False,10,10,42581.78,7,7,9172.46,10,10,30,MEDIUM
ACC100235,2111,Individual,Delhi,Verified,False,11,11,93854.48,8,8,38869.67,11,10,30,MEDIUM
ACC100239,1658,Individual,Bengaluru,Pending,False,10,10,44680.41,8,8,27133.949999999997,10,10,30,MEDIUM
