transaction_id,sender_account,receiver_account,amount,transaction_time,transaction_type,device_id
TXN1002948,ACC100856,ACC100838,677.27,2026-03-14 00:06:00,NEFT,DEV1208
TXN1002949,ACC100908,ACC100679,911.01,2026-01-31 04:51:00,BANK_TRANSFER,DEV1222
TXN1002950,ACC100349,ACC100030,11063.97,2026-05-21 05:01:00,CARD,DEV1183
TXN1002951,ACC100557,ACC100692,311.88,2026-02-07 14:49:00,NEFT,DEV1047
TXN1002952,ACC100802,ACC100563,412.65,2026-04-08 19:33:00,CARD,DEV1176
TXN1002953,ACC100416,ACC100645,5774.4,2026-01-19 07:23:00,UPI,DEV1287
TXN1002954,ACC100493,ACC100828,699.41,2026-04-20 03:21:00,IMPS,DEV1097
TXN1002955,ACC100826,ACC100541,638.58,2026-03-22 19:30:00,NEFT,DEV1061
TXN1002956,ACC100257,ACC100863,3796.51,2026-02-19 09:06:00,CARD,DEV1277
TXN1002957,ACC100152,ACC100246,199.49,2026-05-31 10:36:00,BANK_TRANSFER,DEV1139
TXN1002958,ACC100641,ACC100920,2938.77,2026-01-11 01:00:00,IMPS,DEV1244
TXN1002959,ACC100770,ACC100229,1158.34,2026-01-01 00:13:00,BANK_TRANSFER,DEV1222
TXN1002960,ACC100614,ACC100400,1915.55,2026-04-10 02:08:00,UPI,DEV1059
TXN1002961,ACC100853,ACC100781,1872.89,2026-04-10 17:11:00,IMPS,DEV1038
TXN1002962,ACC100083,ACC100684,516.16,2026-02-19 20:53:00,NEFT,DEV1013
TXN1002963,ACC100049,ACC100968,3871.59,2026-01-17 12:48:00,BANK_TRANSFER,DEV1028
TXN1002964,ACC100626,ACC100663,566.7,2026-03-13 02:44:00,NEFT,DEV1037
TXN1002965,ACC100878,ACC100755,1791.16,2026-03-24 01:51:00,CARD,DEV1208
TXN1002966,ACC100792,ACC100181,4842.9,2026-06-11 17:48:00,IMPS,DEV1298
TXN1002967,ACC100972,ACC100453,5736.94,2026-06-14 14:02:00,IMPS,DEV1025
TXN1002968,ACC100747,ACC100377,795.88,2026-02-26 21:45:00,NEFT,DEV1138
TXN1002969,ACC100017,ACC100917,1911.73,2026-05-07 15:02:00,CARD,DEV1144
TXN1002970,ACC100400,ACC100166,712.38,2026-01-15 15:19:00,IMPS,DEV1206
TXN1002971,ACC100781,ACC100883,22127.04,2026-04-16 22:55:00,IMPS,DEV1070
TXN1002972,ACC100352,ACC100019,2796.58,2026-05-23 03:08:00,CARD,DEV1242
TXN1002973,ACC100944,ACC100393,1213.02,2026-01-13 05:29:00,BANK_TRANSFER,DEV1034
TXN1002974,ACC100787,ACC100796,1595.71,2026-03-09 00:46:00,CARD,DEV1268
TXN1002975,ACC100690,ACC100546,1787.42,2026-03-09 02:17:00,IMPS,DEV1101
TXN1002976,ACC100207,ACC100464,1852.13,2026-03-01 03:02:00,IMPS,DEV1160
TXN1002977,ACC100366,ACC100732,822.22,2026-02-13 06:54:00,NEFT,DEV1205
TXN1002978,ACC100111,ACC100478,683.21,2026-05-20 02:42:00,CARD,DEV1005
TXN1002979,ACC100209,ACC100869,913.95,2026-02-12 23:08:00,UPI,DEV1040
TXN1002980,ACC100617,ACC100167,279.32,2026-01-01 12:57:00,UPI,DEV1112
TXN1002981,ACC100768,ACC100432,2596.52,2026-03-02 17:31:00,NEFT,DEV1067
TXN1002982,ACC100478,ACC100507,419.03,2026-05-20 19:34:00,NEFT,DEV1192
TXN1002983,ACC100124,ACC100194,307.37,2026-02-25 15:16:00,UPI,DEV1279
TXN1002984,ACC100303,ACC100314,1077.91,2026-03-09 20:13:00,UPI,DEV1086
TXN1002985,ACC100885,ACC100592,938.1,2026-03-24 01:37:00,IMPS,DEV1202
TXN1002986,ACC100301,ACC100522,1479.65,2026-01-12 03:13:00,CARD,DEV1141
TXN1002987,ACC100291,ACC100054,554.55,2026-03-02 15:25:00,IMPS,DEV1128
TXN1002988,ACC100851,ACC100104,684.68,2026-04-12 16:03:00,BANK_TRANSFER,DEV1055
TXN1002989,ACC100949,ACC100145,2516.3,2026-04-29 17:03:00,BANK_TRANSFER,DEV1087
TXN1002990,ACC100937,ACC100191,2338.96,2026-01-20 00:28:00,IMPS,DEV1047
TXN1002991,ACC100899,ACC100503,2224.82,2026-05-31 18:18:00,IMPS,DEV1052
TXN1002992,ACC100643,ACC100198,1142.26,2026-03-08 17:43:00,CARD,DEV1087
TXN1002993,ACC100586,ACC100559,1343.06,2026-03-29 16:46:00,BANK_TRANSFER,DEV1224
TXN1002994,ACC100239,ACC100776,1445.96,2026-04-20 07:54:00,BANK_TRANSFER,DEV1124
TXN1002995,ACC100897,ACC100117,499.07,2026-05-12 06:02:00,BANK_TRANSFER,DEV1163
TXN1002996,ACC100418,ACC100029,6430.81,2026-03-28 07:48:00,BANK_TRANSFER,DEV1230
TXN1002997,ACC100982,ACC100756,5420.3,2026-01-06 16:49:00,BANK_TRANSFER,DEV1278
TXN1002998,ACC100736,ACC100651,2844.36,2026-04-20 13:44:00,UPI,DEV1232
TXN1002999,ACC100489,ACC100716,657.84,2026-01-16 13:44:00,CARD,DEV1120
TXN1003000,ACC100921,ACC100414,2094.3,2026-05-13 05:00:00,UPI,DEV1186
TXN1003001,ACC100782,ACC100002,3547.66,2026-04-07 18:27:00,IMPS,DEV1043
TXN1003002,ACC100674,ACC100860,252.69,2026-02-13 06:09:00,IMPS,DEV1178
TXN1003003,ACC100335,ACC100690,8378.42,2026-02-10 02:56:00,CARD,DEV1187
TXN1003004,ACC100015,ACC100795,136.01,2026-03-27 18:24:00,CARD,DEV1053
TXN1003005,ACC100703,ACC100271,2554.28,2026-04-14 19:26:00,IMPS,DEV1037
TXN1003006,ACC100535,ACC100666,6272.55,2026-02-14 02:28:00,BANK_TRANSFER,DEV1071
TXN1003007,ACC100335,ACC100581,957.5,2026-04-12 15:35:00,BANK_TRANSFER,DEV1020
TXN1003008,ACC100570,ACC100604,915.47,2026-05-17 23:16:00,NEFT,DEV1120
TXN1003009,ACC100440,ACC100638,2443.52,2026-06-05 18:29:00,NEFT,DEV1279
TXN1003010,ACC100888,ACC100016,10119.89,2026-02-10 04:19:00,UPI,DEV1169
TXN1003011,ACC100817,ACC100034,782.68,2026-06-04 23:36:00,IMPS,DEV1277
TXN1003012,ACC100443,ACC100998,429.6,2026-06-03 23:36:00,NEFT,DEV1259
TXN1003013,ACC100992,ACC100298,659.49,2026-06-15 04:26:00,NEFT,DEV1172
TXN1003014,ACC100866,ACC100753,170.2,2026-06-06 17:28:00,BANK_TRANSFER,DEV1033
TXN1003015,ACC100662,ACC100086,3220.56,2026-03-14 11:50:00,CARD,DEV1279
TXN1003016,ACC100519,ACC100468,591.76,2026-01-10 23:43:00,CARD,DEV1046
TXN1003017,ACC100365,ACC100945,854.05,2026-02-15 08:01:00,BANK_TRANSFER,DEV1205
TXN1003018,ACC100458,ACC100399,3266.73,2026-05-03 06:41:00,BANK_TRANSFER,DEV1095
TXN1003019,ACC100026,ACC100956,697.64,2026-06-07 15:25:00,NEFT,DEV1194
TXN1003020,ACC100798,ACC100079,2726.87,2026-06-07 02:10:00,CARD,DEV1253
TXN1003021,ACC100625,ACC100544,315.54,2026-05-07 13:07:00,BANK_TRANSFER,DEV1076
TXN1003022,ACC100877,ACC100638,3464.98,2026-05-28 14:53:00,BANK_TRANSFER,DEV1254
TXN1003023,ACC100735,ACC100865,1652.9,2026-02-09 04:25:00,NEFT,DEV1264
TXN1003024,ACC100590,ACC100200,986.05,2026-05-07 01:18:00,BANK_TRANSFER,DEV1162
TXN1003025,ACC100697,ACC100536,1283.15,2026-01-01 13:36:00,IMPS,DEV1121
TXN1003026,ACC100377,ACC100053,234.13,2026-06-28 09:11:00,UPI,DEV1184
TXN1003027,ACC100773,ACC100399,1248.38,2026-04-08 21:08:00,NEFT,DEV1233
TXN1003028,ACC100582,ACC100039,925.19,2026-01-08 22:58:00,UPI,DEV1085
TXN1003029,ACC100286,ACC100921,241.94,2026-05-19 06:00:00,NEFT,DEV1191
TXN1003030,ACC100274,ACC100257,490.15,2026-02-16 17:52:00,CARD,DEV1235
TXN1003031,ACC100607,ACC100403,939.08,2026-02-20 04:47:00,NEFT,DEV1150
TXN1003032,ACC100190,ACC100653,529.14,2026-03-05 21:38:00,IMPS,DEV1272
TXN1003033,ACC100757,ACC100589,60.67,2026-03-10 13:21:00,IMPS,DEV1099
TXN1003034,ACC100559,ACC100983,3990.47,2026-05-27 03:31:00,NEFT,DEV1207
TXN1003035,ACC100168,ACC100266,924.72,2026-01-21 23:21:00,NEFT,DEV1095
TXN1003036,ACC100545,ACC100779,71.61,2026-03-28 16:29:00,IMPS,DEV1175
TXN1003037,ACC100398,ACC100171,14213.61,2026-05-28 05:51:00,CARD,DEV1113
TXN1003038,ACC100889,ACC100711,4864.26,2026-02-26 11:43:00,BANK_TRANSFER,DEV1189
TXN1003039,ACC100104,ACC100228,721.42,2026-05-10 03:37:00,BANK_TRANSFER,DEV1200
TXN1003040,ACC100378,ACC100374,399.02,2026-01-07 22:02:00,CARD,DEV1265
TXN1003041,ACC100269,ACC100979,1779.04,2026-04-09 19:04:00,NEFT,DEV1008
TXN1003042,ACC100624,ACC100328,1397.99,2026-05-05 23:12:00,NEFT,DEV1133
TXN1003043,ACC100229,ACC100007,2101.71,2026-02-19 10:27:00,BANK_TRANSFER,DEV1061
TXN1003044,ACC100898,ACC100691,400.4,2026-05-12 19:41:00,UPI,DEV1057
TXN1003045,ACC100935,ACC100492,4094.2,2026-06-03 16:31:00,IMPS,DEV1024
TXN1003046,ACC100203,ACC100534,621.32,2026-06-30 11:23:00,BANK_TRANSFER,DEV1120
TXN1003047,ACC100275,ACC100812,2482.25,2026-01-10 02:56:00,NEFT,DEV1107
TXN1003048,ACC100403,ACC100314,421.44,2026-01-23 11:06:00,NEFT,DEV1232
TXN1003049,ACC100110,ACC100334,26311.8,2026-03-25 06:54:00,UPI,DEV1110
TXN1003050,ACC100746,ACC100177,2526.6,2026-04-04 21:08:00,IMPS,DEV1214
TXN1003051,ACC100487,ACC100745,34929.21,2026-05-15 03:19:00,IMPS,DEV1218
TXN1003052,ACC100458,ACC100871,2960.53,2026-03-23 01:33:00,UPI,DEV1136
TXN1003053,ACC100975,ACC100866,559.05,2026-02-08 23:47:00,UPI,DEV1145
TXN1003054,ACC100973,ACC100788,2966.85,2026-01-23 01:12:00,NEFT,DEV1090
TXN1003055,ACC100467,ACC100392,3231.47,2026-06-07 18:03:00,UPI,DEV1268
TXN1003056,ACC100484,ACC100574,1716.41,2026-01-16 20:39:00,IMPS,DEV1244
TXN1003057,ACC100006,ACC100278,2336.64,2026-04-03 04:25:00,IMPS,DEV1263
TXN1003058,ACC100539,ACC100571,2735.51,2026-03-31 13:43:00,IMPS,DEV1070
TXN1003059,ACC100957,ACC100338,332.81,2026-05-23 14:36:00,CARD,DEV1029
TXN1003060,ACC100978,ACC100332,305.57,2026-05-30 17:17:00,CARD,DEV1230
TXN1003061,ACC100551,ACC100452,422.82,2026-03-13 10:11:00,IMPS,DEV1070
TXN1003062,ACC100504,ACC100723,1278.0,2026-03-28 17:24:00,NEFT,DEV1143
TXN1003063,ACC100554,ACC100647,838.99,2026-03-28 20:04:00,CARD,DEV1186
TXN1003064,ACC100815,ACC100887,340.13,2026-03-23 20:56:00,NEFT,DEV1091
TXN1003065,ACC100514,ACC100131,2780.47,2026-03-19 20:58:00,UPI,DEV1042
TXN1003066,ACC100831,ACC100709,1540.18,2026-04-20 11:20:00,UPI,DEV1069
TXN1003067,ACC100954,ACC100871,1343.07,2026-01-02 01:20:00,UPI,DEV1079
TXN1003068,ACC100820,ACC100314,804.65,2026-04-06 21:49:00,IMPS,DEV1300
TXN1003069,ACC100662,ACC100899,696.54,2026-03-01 02:28:00,IMPS,DEV1067
TXN1003070,ACC100658,ACC100898,399.58,2026-01-30 11:07:00,NEFT,DEV1035
TXN1003071,ACC100213,ACC100005,3362.66,2026-03-24 11:36:00,CARD,DEV1017
TXN1003072,ACC100534,ACC100208,471.45,2026-06-12 21:36:00,CARD,DEV1284
TXN1003073,ACC100755,ACC100186,1409.89,2026-06-24 03:25:00,NEFT,DEV1155
TXN1003074,ACC100291,ACC100871,8057.93,2026-05-14 17:54:00,BANK_TRANSFER,DEV1196
TXN1003075,ACC100395,ACC100600,736.04,2026-06-08 16:44:00,IMPS,DEV1255
TXN1003076,ACC100986,ACC100870,3473.24,2026-06-26 07:34:00,CARD,DEV1229
TXN1003077,ACC100920,ACC100652,2169.93,2026-04-23 09:59:00,CARD,DEV1076
TXN1003078,ACC100764,ACC100006,1593.62,2026-02-03 12:30:00,BANK_TRANSFER,DEV1085
TXN1003079,ACC100941,ACC100377,1837.97,2026-03-15 07:08:00,UPI,DEV1269
TXN1003080,ACC100223,ACC100824,978.59,2026-02-14 18:32:00,UPI,DEV1068
TXN1003081,ACC100194,ACC100856,1143.37,2026-01-17 04:18:00,IMPS,DEV1073
TXN1003082,ACC100899,ACC100861,568.08,2026-06-15 00:14:00,NEFT,DEV1047
TXN1003083,ACC100060,ACC100386,1152.57,2026-01-03 03:04:00,BANK_TRANSFER,DEV1125
TXN1003084,ACC100425,ACC100268,543.34,2026-05-06 05:27:00,IMPS,DEV1283
TXN1003085,ACC100474,ACC100353,3665.74,2026-01-07 18:10:00,IMPS,DEV1241
TXN1003086,ACC100413,ACC100531,142.68,2026-06-30 02:58:00,CARD,DEV1090
TXN1003087,ACC100805,ACC100185,1953.28,2026-03-31 16:23:00,CARD,DEV1164
TXN1003088,ACC100266,ACC100764,1642.38,2026-04-03 19:11:00,NEFT,DEV1247
TXN1003089,ACC100138,ACC100388,1473.24,2026-02-09 19:29:00,UPI,DEV1166
TXN1003090,ACC100145,ACC100633,3749.58,2026-01-24 17:26:00,CARD,DEV1195
TXN1003091,ACC100921,ACC100673,777.94,2026-05-22 08:13:00,UPI,DEV1200
TXN1003092,ACC100054,ACC100562,1489.98,2026-02-16 15:00:00,UPI,DEV1240
TXN1003093,ACC100179,ACC100064,139.79,2026-04-28 23:27:00,IMPS,DEV1101
TXN1003094,ACC100453,ACC100806,666.22,2026-02-25 19:16:00,BANK_TRANSFER,DEV1095
TXN1003095,ACC100979,ACC100857,3062.18,2026-01-08 11:07:00,IMPS,DEV1088
TXN1003096,ACC100158,ACC100590,219.86,2026-05-26 20:59:00,IMPS,DEV1210
TXN1003097,ACC100902,ACC100175,1328.35,2026-01-26 14:34:00,NEFT,DEV1299
TXN1003098,ACC100077,ACC100655,486.37,2026-03-19 08:03:00,BANK_TRANSFER,DEV1281
TXN1003099,ACC100147,ACC100242,959.89,2026-02-12 11:05:00,NEFT,DEV1125
TXN1003100,ACC100808,ACC100591,522.58,2026-05-19 06:56:00,NEFT,DEV1284
TXN1003101,ACC100962,ACC100315,245.52,2026-03-10 14:15:00,UPI,DEV1250
TXN1003102,ACC100742,ACC100660,1742.72,2026-04-29 16:49:00,IMPS,DEV1082
TXN1003103,ACC100827,ACC100402,1033.27,2026-03-16 08:26:00,UPI,DEV1292
TXN1003104,ACC100340,ACC100267,2287.36,2026-03-06 19:42:00,CARD,DEV1059
TXN1003105,ACC100184,ACC100914,2845.02,2026-04-25 20:36:00,BANK_TRANSFER,DEV1224
TXN1003106,ACC100002,ACC100191,4771.0,2026-05-27 05:57:00,CARD,DEV1035
TXN1003107,ACC100165,ACC100056,1287.15,2026-03-26 08:24:00,BANK_TRANSFER,DEV1239
TXN1003108,ACC100777,ACC100539,5025.83,2026-05-08 03:50:00,IMPS,DEV1251
TXN1003109,ACC100724,ACC100916,340.04,2026-03-25 04:43:00,BANK_TRANSFER,DEV1285
TXN1003110,ACC100968,ACC100936,3264.14,2026-05-13 08:17:00,IMPS,DEV1076
TXN1003111,ACC100028,ACC100831,1903.16,2026-06-22 03:21:00,IMPS,DEV1186
TXN1003112,ACC100406,ACC100746,1450.57,2026-01-14 18:42:00,IMPS,DEV1088
TXN1003113,ACC100038,ACC100904,1869.97,2026-01-12 09:03:00,BANK_TRANSFER,DEV1250
TXN1003114,ACC100621,ACC100830,346.23,2026-06-25 15:53:00,BANK_TRANSFER,DEV1257
TXN1003115,ACC100518,ACC100884,260.84,2026-05-26 14:57:00,NEFT,DEV1107
TXN1003116,ACC100709,ACC100757,8533.83,2026-06-30 12:42:00,BANK_TRANSFER,DEV1182
TXN1003117,ACC100189,ACC100242,895.64,2026-06-13 18:15:00,CARD,DEV1031
TXN1003118,ACC100817,ACC100857,880.43,2026-01-11 06:53:00,UPI,DEV1142
TXN1003119,ACC100309,ACC100241,292.14,2026-04-10 22:01:00,UPI,DEV1293
TXN1003120,ACC100875,ACC100813,185.28,2026-05-27 10:56:00,UPI,DEV1235
TXN1003121,ACC100068,ACC100355,986.36,2026-02-11 07:10:00,BANK_TRANSFER,DEV1047
TXN1003122,ACC100023,ACC100797,727.85,2026-02-08 21:56:00,BANK_TRANSFER,DEV1085
TXN1003123,ACC100797,ACC100949,1098.92,2026-05-31 11:53:00,UPI,DEV1047
TXN1003124,ACC100310,ACC100203,1217.54,2026-05-03 09:27:00,BANK_TRANSFER,DEV1098
TXN1003125,ACC100058,ACC100626,21749.66,2026-02-20 00:10:00,BANK_TRANSFER,DEV1212
TXN1003126,ACC100481,ACC100084,730.48,2026-02-23 23:26:00,BANK_TRANSFER,DEV1255
TXN1003127,ACC100095,ACC100623,7302.18,2026-01-30 04:57:00,CARD,DEV1024
TXN1003128,ACC100648,ACC100154,7866.98,2026-02-08 03:56:00,IMPS,DEV1080
TXN1003129,ACC100120,ACC100887,2709.04,2026-06-25 23:54:00,CARD,DEV1209
TXN1003130,ACC100477,ACC100770,827.04,2026-06-19 04:45:00,UPI,DEV1058
TXN1003131,ACC100620,ACC100789,214.06,2026-06-22 03:02:00,UPI,DEV1057
TXN1003132,ACC100391,ACC100412,1946.0,2026-01-27 04:25:00,IMPS,DEV1021
TXN1003133,ACC100123,ACC100632,3724.08,2026-01-09 15:14:00,IMPS,DEV1175
TXN1003134,ACC100677,ACC100760,8930.48,2026-05-16 14:56:00,IMPS,DEV1101
TXN1003135,ACC100947,ACC100637,350.74,2026-02-24 01:15:00,NEFT,DEV1292
TXN1003136,ACC100197,ACC100441,818.74,2026-04-08 11:30:00,IMPS,DEV1274
TXN1003137,ACC100013,ACC100676,353.32,2026-02-15 15:32:00,NEFT,DEV1266
TXN1003138,ACC100106,ACC100153,512.77,2026-03-14 06:00:00,UPI,DEV1046
TXN1003139,ACC100291,ACC100023,2433.94,2026-05-23 23:18:00,CARD,DEV1268
TXN1003140,ACC100143,ACC100944,485.33,2026-03-28 00:17:00,BANK_TRANSFER,DEV1167
TXN1003141,ACC100137,ACC100153,407.84,2026-06-02 09:47:00,CARD,DEV1065
TXN1003142,ACC100017,ACC100860,2853.77,2026-06-01 06:36:00,NEFT,DEV1179
TXN1003143,ACC100738,ACC100389,1883.5,2026-01-17 22:21:00,UPI,DEV1109
TXN1003144,ACC100732,ACC100682,1669.06,2026-05-26 20:21:00,NEFT,DEV1065
TXN1003145,ACC100797,ACC100711,500.96,2026-05-30 16:56:00,UPI,DEV1049
TXN1003146,ACC100234,ACC100992,5175.17,2026-04-27 04:02:00,IMPS,DEV1141
TXN1003147,ACC100195,ACC100434,1115.87,2026-04-02 18:45:00,NEFT,DEV1276
TXN1003148,ACC100375,ACC100396,19076.8,2026-03-20 04:26:00,IMPS,DEV1013
TXN1003149,ACC100265,ACC100964,1330.62,2026-01-20 05:19:00,UPI,DEV1072
TXN1003150,ACC100493,ACC100952,66.69,2026-01-14 14:25:00,UPI,DEV1185
TXN1003151,ACC100628,ACC100165,63.22,2026-05-03 07:52:00,BANK_TRANSFER,DEV1253
TXN1003152,ACC100284,ACC100061,2318.65,2026-02-12 20:26:00,BANK_TRANSFER,DEV1031
TXN1003153,ACC100453,ACC100736,5221.78,2026-01-22 14:43:00,CARD,DEV1011
TXN1003154,ACC100422,ACC100233,428.12,2026-02-03 04:19:00,NEFT,DEV1271
TXN1003155,ACC100665,ACC100967,13645.63,2026-01-28 11:41:00,NEFT,DEV1133
TXN1003156,ACC100975,ACC100884,8067.5,2026-02-10 23:21:00,UPI,DEV1113
TXN1003157,ACC100718,ACC100727,1411.85,2026-03-15 01:06:00,IMPS,DEV1030
TXN1003158,ACC100127,ACC100017,2095.08,2026-06-07 12:23:00,CARD,DEV1254
TXN1003159,ACC100577,ACC100936,3208.11,2026-06-13 15:24:00,NEFT,DEV1216
TXN1003160,ACC100914,ACC100805,10593.48,2026-03-20 21:15:00,UPI,DEV1189
TXN1003161,ACC100453,ACC100604,2486.33,2026-06-23 11:52:00,NEFT,DEV1145
TXN1003162,ACC100435,ACC100863,1374.05,2026-02-14 08:24:00,NEFT,DEV1245
TXN1003163,ACC100861,ACC100108,2457.16,2026-02-05 08:34:00,CARD,DEV1222
TXN1003164,ACC100002,ACC100113,2089.82,2026-01-12 18:56:00,UPI,DEV1060
TXN1003165,ACC100816,ACC100802,3325.22,2026-05-12 04:11:00,UPI,DEV1106
TXN1003166,ACC100027,ACC100825,166.66,2026-04-16 18:54:00,IMPS,DEV1051
TXN1003167,ACC100460,ACC100408,1602.03,2026-03-12 03:04:00,CARD,DEV1082
TXN1003168,ACC100433,ACC100528,1905.56,2026-01-11 18:34:00,UPI,DEV1264
TXN1003169,ACC100099,ACC100831,1004.84,2026-06-21 12:30:00,CARD,DEV1054
TXN1003170,ACC100151,ACC100606,2810.17,2026-01-08 03:41:00,NEFT,DEV1031
TXN1003171,ACC100474,ACC100086,10997.26,2026-02-20 17:21:00,UPI,DEV1209
TXN1003172,ACC100463,ACC100104,1294.48,2026-03-05 01:50:00,CARD,DEV1117
TXN1003173,ACC100340,ACC100081,2515.09,2026-01-13 09:49:00,NEFT,DEV1271
TXN1003174,ACC100976,ACC100282,7536.53,2026-05-06 10:14:00,IMPS,DEV1205
TXN1003175,ACC100179,ACC100116,1331.26,2026-06-30 06:42:00,UPI,DEV1008
TXN1003176,ACC100578,ACC100445,377.6,2026-02-16 11:54:00,BANK_TRANSFER,DEV1270
TXN1003177,ACC100692,ACC100363,2296.02,2026-04-25 14:32:00,CARD,DEV1129
TXN1003178,ACC100508,ACC100030,78.1,2026-02-22 04:06:00,BANK_TRANSFER,DEV1002
TXN1003179,ACC100341,ACC100203,69.54,2026-06-21 06:50:00,BANK_TRANSFER,DEV1206
TXN1003180,ACC100160,ACC100842,1635.35,2026-04-23 08:40:00,CARD,DEV1201
TXN1003181,ACC100447,ACC100842,65.76,2026-02-08 02:41:00,NEFT,DEV1299
TXN1003182,ACC100065,ACC100537,226.29,2026-03-03 04:43:00,CARD,DEV1009
TXN1003183,ACC100032,ACC100058,694.98,2026-03-10 13:45:00,CARD,DEV1217
TXN1003184,ACC100102,ACC100318,461.42,2026-03-26 21:23:00,BANK_TRANSFER,DEV1012
TXN1003185,ACC100773,ACC100069,918.4,2026-01-30 01:43:00,CARD,DEV1248
TXN1003186,ACC100682,ACC100478,4169.05,2026-02-01 08:36:00,UPI,DEV1010
TXN1003187,ACC100766,ACC100670,1459.98,2026-03-09 19:59:00,IMPS,DEV1278
TXN1003188,ACC100786,ACC100964,400.54,2026-05-22 02:19:00,BANK_TRANSFER,DEV1138
TXN1003189,ACC100587,ACC100003,5571.0,2026-03-22 08:30:00,UPI,DEV1162
TXN1003190,ACC100803,ACC100176,197.43,2026-01-11 08:43:00,BANK_TRANSFER,DEV1256
TXN1003191,ACC100038,ACC100827,1431.19,2026-05-31 10:09:00,BANK_TRANSFER,DEV1254
TXN1003192,ACC100951,ACC100934,172.76,2026-04-12 20:41:00,BANK_TRANSFER,DEV1252
TXN1003193,ACC100654,ACC100229,1484.42,2026-06-15 02:13:00,IMPS,DEV1237
TXN1003194,ACC100604,ACC100449,748.18,2026-06-25 04:06:00,CARD,DEV1195
TXN1003195,ACC100617,ACC100569,4018.59,2026-03-16 03:29:00,CARD,DEV1195
TXN1003196,ACC100978,ACC100101,2604.06,2026-02-08 07:22:00,CARD,DEV1146
TXN1003197,ACC100975,ACC100050,542.09,2026-05-05 16:22:00,BANK_TRANSFER,DEV1136
TXN1003198,ACC100254,ACC100238,430.64,2026-02-14 11:00:00,CARD,DEV1093
TXN1003199,ACC100215,ACC100754,751.36,2026-06-26 17:35:00,BANK_TRANSFER,DEV1148
TXN1003200,ACC100596,ACC100582,10411.7,2026-01-30 20:50:00,CARD,DEV1007
TXN1003201,ACC100068,ACC100728,7653.22,2026-03-09 05:38:00,CARD,DEV1071
TXN1003202,ACC100026,ACC100219,343.12,2026-04-30 01:44:00,BANK_TRANSFER,DEV1235
TXN1003203,ACC100839,ACC100925,2864.85,2026-05-19 05:51:00,UPI,DEV1045
TXN1003204,ACC100420,ACC100056,137.32,2026-02-10 22:33:00,UPI,DEV1132
TXN1003205,ACC100097,ACC100870,641.1,2026-05-20 02:51:00,IMPS,DEV1189
TXN1003206,ACC100700,ACC100718,360.29,2026-06-07 19:30:00,BANK_TRANSFER,DEV1258
TXN1003207,ACC100906,ACC100798,3956.58,2026-05-30 15:18:00,IMPS,DEV1057
TXN1003208,ACC100085,ACC100999,233.02,2026-04-24 00:45:00,BANK_TRANSFER,DEV1257
TXN1003209,ACC100640,ACC100601,1835.77,2026-03-16 22:34:00,BANK_TRANSFER,DEV1015
TXN1003210,ACC100834,ACC100840,1097.57,2026-01-19 18:39:00,CARD,DEV1133
TXN1003211,ACC100311,ACC100547,888.43,2026-02-05 05:29:00,UPI,DEV1231
TXN1003212,ACC100969,ACC100901,8151.03,2026-04-02 17:48:00,BANK_TRANSFER,DEV1119
TXN1003213,ACC100584,ACC100450,9060.11,2026-05-10 12:45:00,CARD,DEV1005
TXN1003214,ACC100552,ACC100176,922.17,2026-01-16 00:52:00,NEFT,DEV1276
TXN1003215,ACC100047,ACC100428,724.08,2026-05-02 10:55:00,CARD,DEV1047
TXN1003216,ACC100848,ACC100862,179.78,2026-02-16 06:26:00,CARD,DEV1288
TXN1003217,ACC100087,ACC100306,1091.04,2026-06-02 13:45:00,UPI,DEV1043
TXN1003218,ACC100956,ACC100161,11429.62,2026-05-11 17:03:00,BANK_TRANSFER,DEV1138
TXN1003219,ACC100810,ACC100169,939.66,2026-06-03 22:53:00,CARD,DEV1286
TXN1003220,ACC100925,ACC100516,2629.4,2026-02-08 15:48:00,CARD,DEV1296
TXN1003221,ACC100965,ACC100686,205.0,2026-05-03 22:41:00,UPI,DEV1136
TXN1003222,ACC100044,ACC100602,650.84,2026-04-01 07:49:00,UPI,DEV1132
TXN1003223,ACC100926,ACC100809,1910.19,2026-01-23 19:49:00,CARD,DEV1057
TXN1003224,ACC100363,ACC100437,1245.18,2026-01-12 16:52:00,BANK_TRANSFER,DEV1127
TXN1003225,ACC100181,ACC100499,2950.12,2026-03-14 23:00:00,BANK_TRANSFER,DEV1285
TXN1003226,ACC100229,ACC100341,532.08,2026-04-07 12:05:00,UPI,DEV1235
TXN1003227,ACC100594,ACC100817,134.29,2026-06-18 22:52:00,CARD,DEV1093
TXN1003228,ACC100299,ACC100655,4215.44,2026-01-12 20:38:00,CARD,DEV1144
TXN1003229,ACC100855,ACC100624,356.6,2026-04-07 13:05:00,BANK_TRANSFER,DEV1127
TXN1003230,ACC100737,ACC100271,2014.09,2026-06-06 14:39:00,UPI,DEV1136
TXN1003231,ACC100463,ACC100523,1883.77,2026-03-21 05:10:00,UPI,DEV1227
TXN1003232,ACC100011,ACC100156,148.93,2026-05-24 11:32:00,UPI,DEV1197
TXN1003233,ACC100145,ACC100163,3862.04,2026-04-02 19:47:00,IMPS,DEV1208
TXN1003234,ACC100281,ACC100555,555.64,2026-05-20 04:16:00,UPI,DEV1257
TXN1003235,ACC100990,ACC100587,1171.53,2026-02-26 09:04:00,BANK_TRANSFER,DEV1204
